config	inst	time	count	best	spr	hv	gd	
nsga10k2x	I1	184031	93	0.0231	0.6834	0.4966	0.0047	
nsga10k2x	I1	185031	75	0.0462	0.6221	0.4989	0.0045	
nsga10k2x	I1	185568	83	0.0154	0.6168	0.4834	0.0051	
nsga10k2x	I1	184813	72	0.0385	0.6458	0.5017	0.0049	
nsga10k2x	I1	184975	66	0.0154	0.6216	0.4950	0.0062	
nsga10k2x	I1	185270	82	0.0385	0.6648	0.5068	0.0045	
nsga10k2x	I1	184941	68	0.0308	0.6167	0.4977	0.0043	
nsga10k2x	I1	185098	69	0.0077	0.6234	0.4926	0.0055	
nsga10k2x	I1	184582	76	0.0154	0.7320	0.4820	0.0053	
nsga10k2x	I1	185184	84	0.0077	0.6685	0.4833	0.0057	
nsga10k2x	I1	184859	79	0.0154	0.6776	0.5028	0.0052	
nsga10k2x	I1	184912	77	0.0154	0.5468	0.4820	0.0056	
nsga10k2x	I1	184768	68	0.0231	0.6029	0.5063	0.0046	
nsga10k2x	I1	184305	72	0.0308	0.6544	0.4771	0.0068	
nsga10k2x	I1	184976	80	0.0231	0.6756	0.4946	0.0046	
nsga10k2x	I1	185601	79	0.0231	0.6968	0.5053	0.0046	
nsga10k2x	I1	185091	78	0.0308	0.6226	0.4991	0.0040	
nsga10k2x	I1	185155	80	0.0231	0.6977	0.4949	0.0056	
nsga10k2x	I1	185306	62	0.0385	0.6147	0.5014	0.0046	
nsga10k2x	I1	185472	69	0.0077	0.5760	0.4937	0.0055	
nsga10k2x	I1	185183	81	0.0231	0.6088	0.4972	0.0049	
nsga10k2x	I1	184411	78	0.0308	0.6637	0.5004	0.0044	
nsga10k2x	I1	185696	75	0.0000	0.6731	0.4867	0.0051	
nsga10k2x	I2	207409	49	0.0106	0.6819	0.5226	0.0070	
nsga10k2x	I2	206985	44	0.0319	0.7737	0.5181	0.0094	
nsga10k2x	I2	206972	51	0.0213	0.7030	0.5293	0.0078	
nsga10k2x	I2	206929	43	0.0213	0.6895	0.5255	0.0096	
nsga10k2x	I2	206492	47	0.0000	0.6490	0.4946	0.0102	
nsga10k2x	I2	206475	45	0.0106	0.7127	0.5227	0.0089	
nsga10k2x	I2	206743	40	0.0213	0.6869	0.5118	0.0080	
nsga10k2x	I2	207377	50	0.0319	0.6536	0.5158	0.0087	
nsga10k2x	I2	206296	47	0.0000	0.7979	0.5084	0.0071	
nsga10k2x	I2	207215	36	0.0319	0.7557	0.5176	0.0101	
nsga10k2x	I2	206317	47	0.0426	0.6393	0.5140	0.0082	
nsga10k2x	I2	206472	43	0.0426	0.6550	0.5210	0.0084	
nsga10k2x	I2	206272	45	0.0213	0.7064	0.5033	0.0091	
nsga10k2x	I2	206094	47	0.0000	0.7136	0.5235	0.0084	
nsga10k2x	I2	206009	49	0.0213	0.6527	0.5054	0.0098	
nsga10k2x	I2	206022	42	0.0213	0.7354	0.5090	0.0089	
nsga10k2x	I2	206294	37	0.0426	0.6109	0.5138	0.0095	
nsga10k2x	I2	206308	45	0.0000	0.5884	0.5137	0.0079	
nsga10k2x	I2	206213	44	0.0213	0.6399	0.5068	0.0087	
nsga10k2x	I2	206913	48	0.0213	0.6965	0.5006	0.0100	
nsga10k2x	I2	206034	58	0.0213	0.7987	0.5097	0.0092	
nsga10k2x	I2	206220	47	0.0532	0.6062	0.5287	0.0072	
nsga10k2x	I2	205942	40	0.0000	0.6556	0.4979	0.0085	
nsga10k2x	I2	206596	55	0.0213	0.6288	0.5143	0.0076	
nsga10k2x	I2	206813	40	0.0319	0.6446	0.5196	0.0082	
nsga10k2x	I2	206049	51	0.0000	0.7322	0.4974	0.0087	
nsga10k2x	I2	206052	42	0.0213	0.7367	0.5163	0.0095	
nsga10k2x	I2	206275	45	0.0213	0.6202	0.5090	0.0091	
nsga10k2x	I2	207152	54	0.0213	0.6150	0.5110	0.0085	
nsga10k2x	I2	206124	42	0.0000	0.6260	0.5115	0.0084	
nsga10k2x	I2	206680	49	0.0319	0.7314	0.5162	0.0088	
nsga10k2x	I2	206475	50	0.0106	0.7243	0.5181	0.0079	
nsga10k2x	I2	206398	41	0.0426	0.6985	0.5119	0.0085	
nsga10k2x	I2	206882	45	0.0000	0.6496	0.5107	0.0084	
nsga10k2x	I2	206484	42	0.0106	0.6810	0.5061	0.0088	
nsga10k2x	I2	206662	36	0.0426	0.6260	0.5102	0.0099	
nsga10k2x	I2	206387	44	0.0319	0.6063	0.5089	0.0075	
nsga10k2x	I2	206681	47	0.0106	0.6010	0.5198	0.0070	
nsga10k2x	I2	206214	50	0.0106	0.6609	0.5133	0.0073	
nsga10k2x	I2	206677	48	0.0106	0.6517	0.5017	0.0090	
nsga10k2x	I2	206220	46	0.0213	0.7113	0.5153	0.0092	
nsga10k2x	I2	206593	41	0.0000	0.6518	0.5040	0.0096	
nsga10k2x	I2	206232	41	0.0319	0.6014	0.5075	0.0094	
nsga10k2x	I2	206794	40	0.0319	0.6393	0.5196	0.0080	
nsga10k2x	I2	206506	41	0.0213	0.6236	0.5339	0.0081	
nsga10k2x	I2	206116	41	0.0213	0.6099	0.4999	0.0093	
nsga10k2x	I2	206515	43	0.0000	0.7521	0.4989	0.0080	
nsga10k2x	I2	206402	33	0.0426	0.6791	0.5245	0.0087	
nsga10k2x	I2	206436	54	0.0000	0.5742	0.4923	0.0087	
nsga10k2x	I2	205591	50	0.0213	0.6747	0.5115	0.0077	
nsga10k2x	I3	204045	51	0.0485	0.6031	0.4495	0.0135	
nsga10k2x	I3	204143	54	0.0291	0.7377	0.4200	0.0183	
nsga10k2x	I3	203529	57	0.0000	0.5303	0.3994	0.0143	
nsga10k2x	I3	203898	49	0.0194	0.6298	0.4036	0.0139	
nsga10k2x	I3	203708	51	0.0000	0.5846	0.4179	0.0132	
nsga10k2x	I3	204152	51	0.0097	0.7116	0.3929	0.0166	
nsga10k2x	I3	204273	57	0.0291	0.6790	0.4124	0.0148	
nsga10k2x	I3	203481	46	0.0194	0.7329	0.4124	0.0171	
nsga10k2x	I3	204138	59	0.0097	0.6460	0.4098	0.0158	
nsga10k2x	I3	202814	51	0.0485	0.5453	0.4189	0.0134	
nsga10k2x	I3	203829	59	0.0000	0.6911	0.4240	0.0135	
nsga10k2x	I3	203620	60	0.0000	0.6060	0.3851	0.0156	
nsga10k2x	I3	203150	53	0.0194	0.7829	0.4316	0.0209	
nsga10k2x	I3	204323	59	0.0097	0.7457	0.4068	0.0189	
nsga10k2x	I3	203887	48	0.0194	0.6202	0.4257	0.0121	
nsga10k2x	I3	203808	72	0.0000	0.5913	0.3799	0.0137	
nsga10k2x	I3	204411	58	0.0000	0.6526	0.3898	0.0202	
nsga10k2x	I3	203273	65	0.0000	0.6541	0.3977	0.0138	
nsga10k2x	I3	204194	48	0.0388	0.7624	0.4387	0.0153	
nsga10k2x	I3	202895	53	0.0194	0.6483	0.4096	0.0155	
nsga10k2x	I3	201899	54	0.0097	0.5871	0.4065	0.0148	
nsga10k2x	I3	204947	59	0.0097	0.6380	0.3941	0.0179	
nsga10k2x	I3	204695	56	0.0000	0.6846	0.3900	0.0202	
nsga10k2x	I3	204753	42	0.0388	0.6193	0.4087	0.0152	
nsga10k2x	I3	202308	51	0.0971	0.6568	0.4625	0.0112	
nsga10k2x	I3	204381	50	0.0291	0.6104	0.4319	0.0110	
nsga10k2x	I3	204864	49	0.0485	0.7006	0.4350	0.0135	
nsga10k2x	I3	202721	55	0.0388	0.6438	0.4216	0.0141	
nsga10k2x	I3	204194	60	0.0194	0.7602	0.4324	0.0161	
nsga10k2x	I3	203582	60	0.0777	0.6182	0.4292	0.0137	
nsga10k2x	I3	203717	53	0.0097	0.6128	0.4168	0.0139	
nsga10k2x	I3	202824	49	0.0000	0.5297	0.4193	0.0124	
nsga10k2x	I3	204003	56	0.0291	0.6735	0.4294	0.0128	
nsga10k2x	I3	202857	53	0.0291	0.6261	0.4128	0.0121	
nsga10k2x	I3	203822	50	0.0291	0.6257	0.4303	0.0124	
nsga10k2x	I3	203958	67	0.0000	0.6320	0.3859	0.0160	
nsga10k2x	I3	203700	64	0.0194	0.7001	0.4189	0.0142	
nsga10k2x	I3	203684	42	0.0000	0.6612	0.4122	0.0236	
nsga10k2x	I3	203170	50	0.0194	0.6832	0.4248	0.0138	
nsga10k2x	I3	203757	62	0.0000	0.6543	0.3865	0.0152	
nsga10k2x	I3	203277	54	0.0097	0.6089	0.4268	0.0127	
nsga10k2x	I3	204601	58	0.0000	0.8795	0.3846	0.0419	
nsga10k2x	I3	203415	60	0.0097	0.5891	0.4171	0.0119	
nsga10k2x	I3	202537	44	0.0291	0.6565	0.4208	0.0166	
nsga10k2x	I3	204476	60	0.0000	0.8547	0.3967	0.0223	
nsga10k2x	I3	203636	52	0.0097	0.6225	0.3923	0.0194	
nsga10k2x	I3	203039	61	0.0194	0.6100	0.4014	0.0123	
nsga10k2x	I3	203358	51	0.0194	0.6659	0.4339	0.0129	
nsga10k2x	I3	203804	49	0.0388	0.6950	0.4307	0.0133	
nsga10k2x	I3	203493	48	0.0388	0.7199	0.4266	0.0195	
nsga10k2x	I4	100963	111	0.0127	0.6438	0.4596	0.0043	
nsga10k2x	I4	100934	89	0.0127	0.5612	0.4715	0.0039	
nsga10k2x	I4	101109	94	0.0127	0.5753	0.4645	0.0043	
nsga10k2x	I4	101041	102	0.0127	0.6347	0.4706	0.0040	
nsga10k2x	I4	101861	100	0.0063	0.5686	0.4693	0.0039	
nsga10k2x	I4	101003	100	0.0127	0.6011	0.4814	0.0030	
nsga10k2x	I4	101106	103	0.0190	0.5919	0.4674	0.0040	
nsga10k2x	I4	101025	100	0.0127	0.5882	0.4754	0.0031	
nsga10k2x	I4	101233	95	0.0380	0.6240	0.4772	0.0041	
nsga10k2x	I4	101305	81	0.0380	0.6617	0.4792	0.0035	
nsga10k2x	I4	101697	95	0.0127	0.6492	0.4727	0.0037	
nsga10k2x	I4	101283	94	0.0506	0.5390	0.4821	0.0032	
nsga10k2x	I4	100884	106	0.0063	0.6260	0.4549	0.0046	
nsga10k2x	I4	101005	109	0.0127	0.6413	0.4666	0.0043	
nsga10k2x	I4	100894	93	0.0316	0.6387	0.4749	0.0048	
nsga10k2x	I4	100927	85	0.0127	0.6005	0.4704	0.0040	
nsga10k2x	I4	101475	99	0.0127	0.6170	0.4651	0.0040	
nsga10k2x	I4	101258	83	0.0127	0.6619	0.4694	0.0043	
nsga10k2x	I4	100858	76	0.0696	0.6012	0.4801	0.0034	
nsga10k2x	I4	100605	104	0.0190	0.5855	0.4694	0.0036	
nsga10k2x	I4	101232	91	0.0063	0.5605	0.4659	0.0042	
nsga10k2x	I4	100674	85	0.0316	0.5363	0.4646	0.0041	
nsga10k2x	I4	101397	96	0.0127	0.6043	0.4720	0.0037	
nsga10k2x	I4	100970	94	0.0380	0.6619	0.4759	0.0037	
nsga10k2x	I4	101011	96	0.0127	0.6384	0.4697	0.0038	
nsga10k2x	I4	101219	98	0.0506	0.6027	0.4807	0.0031	
nsga10k2x	I4	101090	92	0.0063	0.5930	0.4757	0.0037	
nsga10k2x	I4	101245	89	0.0127	0.6441	0.4720	0.0038	
nsga10k2x	I4	101160	85	0.0316	0.6293	0.4731	0.0044	
nsga10k2x	I4	101000	94	0.0190	0.5558	0.4727	0.0042	
nsga10k2x	I4	101095	96	0.0190	0.5935	0.4742	0.0041	
nsga10k2x	I4	101196	98	0.0253	0.5604	0.4705	0.0041	
nsga10k2x	I4	101138	89	0.0000	0.5754	0.4552	0.0052	
nsga10k2x	I4	100736	104	0.0127	0.5904	0.4662	0.0043	
nsga10k2x	I4	101171	96	0.0380	0.5713	0.4764	0.0034	
nsga10k2x	I4	101057	95	0.0316	0.6612	0.4796	0.0033	
nsga10k2x	I4	101009	97	0.0190	0.6097	0.4720	0.0043	
nsga10k2x	I4	101169	98	0.0127	0.6123	0.4764	0.0035	
nsga10k2x	I4	100970	95	0.0380	0.5625	0.4721	0.0038	
nsga10k2x	I4	101464	92	0.0063	0.5704	0.4741	0.0038	
nsga10k2x	I4	101690	104	0.0253	0.6044	0.4746	0.0039	
nsga10k2x	I4	101070	86	0.0443	0.6499	0.4727	0.0046	
nsga10k2x	I4	101131	101	0.0190	0.6301	0.4675	0.0041	
nsga10k2x	I4	100841	105	0.0000	0.6361	0.4746	0.0038	
nsga10k2x	I4	101624	99	0.0190	0.6362	0.4718	0.0037	
nsga10k2x	I4	101221	99	0.0063	0.5964	0.4668	0.0042	
nsga10k2x	I4	101779	96	0.0000	0.5997	0.4691	0.0043	
nsga10k2x	I4	101440	109	0.0190	0.6123	0.4611	0.0044	
nsga10k2x	I4	101610	104	0.0000	0.6193	0.4548	0.0050	
nsga10k2x	I4	101128	83	0.0253	0.6017	0.4713	0.0042	
nsga10k2x	I5	43723	75	0.0156	0.5659	0.4439	0.0067	
nsga10k2x	I5	43732	88	0.0000	0.5654	0.4421	0.0062	
nsga10k2x	I5	43686	85	0.0078	0.5747	0.4377	0.0065	
nsga10k2x	I5	43612	80	0.0469	0.5974	0.4527	0.0054	
nsga10k2x	I5	43561	87	0.0234	0.5475	0.4503	0.0056	
nsga10k2x	I5	43637	86	0.0469	0.6141	0.4630	0.0049	
nsga10k2x	I5	43566	82	0.0000	0.5688	0.4447	0.0056	
nsga10k2x	I5	43771	74	0.0000	0.5420	0.4480	0.0058	
nsga10k2x	I5	43391	81	0.0156	0.6111	0.4423	0.0059	
nsga10k2x	I5	43507	78	0.0156	0.6085	0.4566	0.0057	
nsga10k2x	I5	43789	88	0.0000	0.4892	0.4336	0.0064	
nsga10k2x	I5	43351	73	0.0000	0.6419	0.4467	0.0051	
nsga10k2x	I5	43545	73	0.0000	0.6126	0.4333	0.0070	
nsga10k2x	I5	43752	76	0.0234	0.5157	0.4482	0.0053	
nsga10k2x	I5	43792	71	0.0625	0.5898	0.4679	0.0048	
nsga10k2x	I5	43691	88	0.0078	0.5641	0.4365	0.0059	
nsga10k2x	I5	43486	88	0.0547	0.6103	0.4565	0.0042	
nsga10k2x	I5	43481	83	0.0234	0.6354	0.4405	0.0091	
nsga10k2x	I5	43497	80	0.0078	0.5988	0.4503	0.0054	
nsga10k2x	I5	43704	84	0.0078	0.6336	0.4308	0.0072	
nsga10k2x	I5	43618	75	0.0312	0.5942	0.4511	0.0057	
nsga10k2x	I5	43644	84	0.0391	0.5784	0.4607	0.0043	
nsga10k2x	I5	43447	83	0.0000	0.6673	0.4425	0.0072	
nsga10k2x	I5	43619	69	0.0078	0.5887	0.4422	0.0065	
nsga10k2x	I5	43755	88	0.0234	0.5752	0.4430	0.0059	
nsga10k2x	I5	43515	78	0.0312	0.6020	0.4504	0.0057	
nsga10k2x	I5	43547	76	0.0000	0.5562	0.4427	0.0060	
nsga10k2x	I5	43725	76	0.0078	0.6165	0.4437	0.0067	
nsga10k2x	I5	43720	77	0.0391	0.6647	0.4592	0.0061	
nsga10k2x	I5	43387	78	0.0234	0.5817	0.4538	0.0055	
nsga10k2x	I5	43499	70	0.0703	0.5924	0.4591	0.0051	
nsga10k2x	I5	43549	76	0.0312	0.6509	0.4550	0.0052	
nsga10k2x	I5	43949	74	0.0312	0.6605	0.4539	0.0056	
nsga10k2x	I5	43658	72	0.0078	0.6529	0.4510	0.0059	
nsga10k2x	I5	43552	81	0.0234	0.5864	0.4415	0.0078	
nsga10k2x	I5	43520	88	0.0156	0.6057	0.4481	0.0056	
nsga10k2x	I5	43216	79	0.0156	0.5826	0.4543	0.0052	
nsga10k2x	I5	43401	83	0.0000	0.6529	0.4405	0.0068	
nsga10k2x	I5	43794	74	0.0234	0.6537	0.4435	0.0080	
nsga10k2x	I5	43452	85	0.0391	0.5327	0.4535	0.0068	
nsga10k2x	I5	43738	75	0.0234	0.5474	0.4529	0.0054	
nsga10k2x	I5	43745	84	0.0000	0.5599	0.4300	0.0066	
nsga10k2x	I5	43279	80	0.0312	0.6153	0.4467	0.0058	
nsga10k2x	I5	43478	82	0.0312	0.6372	0.4501	0.0069	
nsga10k2x	I5	43487	69	0.0156	0.5594	0.4402	0.0067	
nsga10k2x	I5	43504	87	0.0234	0.6143	0.4426	0.0066	
nsga10k2x	I5	43730	76	0.0312	0.6311	0.4573	0.0065	
nsga10k2x	I5	43584	80	0.0156	0.6834	0.4460	0.0054	
nsga10k2x	I5	43597	84	0.0000	0.5543	0.4276	0.0074	
nsga10k2x	I5	43668	72	0.0078	0.6490	0.4373	0.0077	
nsga20k2x	I0	84762	72	0.0080	0.7111	0.4453	0.0105	
nsga20k2x	I0	84220	66	0.0080	0.5878	0.4394	0.0093	
nsga20k2x	I0	84137	80	0.0000	0.5973	0.4298	0.0089	
nsga20k2x	I0	84296	70	0.0320	0.6140	0.4504	0.0104	
nsga20k2x	I0	84414	75	0.0240	0.5466	0.4499	0.0060	
nsga20k2x	I0	83859	68	0.0000	0.7127	0.4416	0.0111	
nsga20k2x	I0	84163	74	0.0080	0.6475	0.4459	0.0073	
nsga20k2x	I0	84826	74	0.0160	0.6468	0.4436	0.0074	
nsga20k2x	I0	84423	66	0.0160	0.5903	0.4432	0.0077	
nsga20k2x	I0	84787	67	0.0240	0.6894	0.4575	0.0066	
nsga20k2x	I0	79192	64	0.0160	0.5998	0.4429	0.0076	
nsga20k2x	I0	62567	76	0.0160	0.6189	0.4431	0.0088	
nsga20k2x	I0	61883	64	0.0160	0.6869	0.4535	0.0091	
nsga20k2x	I0	61898	68	0.0240	0.6453	0.4433	0.0105	
nsga20k2x	I0	62005	76	0.0080	0.6029	0.4402	0.0077	
nsga20k2x	I0	62073	71	0.0640	0.6914	0.4561	0.0080	
nsga20k2x	I0	62303	58	0.0160	0.7114	0.4506	0.0107	
nsga20k2x	I0	61815	75	0.0480	0.6983	0.4575	0.0079	
nsga20k2x	I0	62201	69	0.0320	0.5678	0.4543	0.0063	
nsga20k2x	I0	62212	61	0.0240	0.6431	0.4596	0.0069	
nsga20k2x	I0	61725	66	0.0000	0.6202	0.4491	0.0077	
nsga20k2x	I0	62061	62	0.0000	0.7330	0.4373	0.0104	
nsga20k2x	I0	62017	78	0.0080	0.6910	0.4272	0.0100	
nsga20k2x	I0	62164	63	0.0160	0.5558	0.4614	0.0065	
nsga20k2x	I0	62227	76	0.0160	0.6164	0.4467	0.0089	
nsga20k2x	I0	62335	68	0.0160	0.5897	0.4488	0.0071	
nsga20k2x	I0	62149	72	0.0320	0.7031	0.4424	0.0117	
nsga20k2x	I0	61750	75	0.0080	0.7141	0.4393	0.0097	
nsga20k2x	I0	62092	61	0.0240	0.5705	0.4524	0.0079	
nsga20k2x	I0	62098	67	0.0400	0.5992	0.4606	0.0067	
nsga20k2x	I0	62160	73	0.0080	0.6327	0.4438	0.0080	
nsga20k2x	I0	62079	74	0.0400	0.6997	0.4564	0.0063	
nsga20k2x	I0	61948	67	0.0160	0.6402	0.4402	0.0092	
nsga20k2x	I0	62040	69	0.0240	0.5647	0.4589	0.0062	
nsga20k2x	I0	61847	64	0.0240	0.6840	0.4554	0.0088	
nsga20k2x	I0	62079	80	0.0240	0.6461	0.4642	0.0072	
nsga20k2x	I0	62320	79	0.0320	0.6187	0.4408	0.0081	
nsga20k2x	I0	62156	64	0.0080	0.6664	0.4449	0.0105	
nsga20k2x	I0	62244	77	0.0000	0.7698	0.4392	0.0125	
nsga20k2x	I0	61900	64	0.0000	0.6914	0.4428	0.0104	
nsga20k2x	I0	62037	71	0.0400	0.6351	0.4526	0.0058	
nsga20k2x	I0	61649	77	0.0320	0.5903	0.4547	0.0060	
nsga20k2x	I0	62137	66	0.0320	0.6212	0.4526	0.0078	
nsga20k2x	I0	62177	63	0.0160	0.6278	0.4523	0.0078	
nsga20k2x	I0	61999	75	0.0000	0.6923	0.4467	0.0090	
nsga20k2x	I0	61823	74	0.0160	0.6957	0.4627	0.0069	
nsga20k2x	I0	61538	68	0.0560	0.5921	0.4658	0.0050	
nsga20k2x	I0	62014	79	0.0000	0.6644	0.4368	0.0097	
nsga20k2x	I0	61978	65	0.0480	0.6533	0.4546	0.0074	
nsga20k2x	I0	62089	74	0.0240	0.6156	0.4474	0.0067	
nsga20k2x	I1	388173	93	0.0187	0.6266	0.5002	0.0047	
nsga20k2x	I1	386709	82	0.0375	0.6564	0.5176	0.0036	
nsga20k2x	I1	387551	92	0.0312	0.6821	0.5151	0.0042	
nsga20k2x	I1	387256	96	0.0000	0.6499	0.4988	0.0043	
nsga20k2x	I1	387281	89	0.0312	0.6479	0.5035	0.0035	
nsga20k2x	I1	387663	97	0.0437	0.6314	0.5139	0.0038	
nsga20k2x	I1	388907	84	0.0250	0.6327	0.5109	0.0045	
nsga20k2x	I1	388768	98	0.0250	0.6053	0.5183	0.0032	
nsga20k2x	I1	386101	103	0.0187	0.6373	0.5043	0.0039	
nsga20k2x	I1	387254	87	0.0063	0.5626	0.5042	0.0045	
nsga20k2x	I1	387331	99	0.0063	0.6421	0.5014	0.0042	
nsga20k2x	I1	385716	94	0.0187	0.6633	0.5045	0.0037	
nsga20k2x	I1	387728	93	0.0500	0.6593	0.5250	0.0027	
nsga20k2x	I1	387925	103	0.0187	0.5909	0.5001	0.0039	
nsga20k2x	I1	389460	99	0.0063	0.6350	0.5044	0.0039	
nsga20k2x	I1	388175	103	0.0312	0.6531	0.5083	0.0035	
nsga20k2x	I1	388028	102	0.0063	0.6465	0.5122	0.0034	
nsga20k2x	I1	386639	96	0.0000	0.6192	0.5038	0.0040	
nsga20k2x	I1	386799	94	0.0000	0.5681	0.5051	0.0041	
nsga20k2x	I1	385866	85	0.0437	0.6455	0.5079	0.0045	
nsga20k2x	I1	386277	92	0.0250	0.6078	0.5037	0.0038	
nsga20k2x	I1	387817	93	0.0125	0.6079	0.5160	0.0039	
nsga20k2x	I1	385869	73	0.0187	0.6156	0.4968	0.0054	
nsga20k2x	I1	387221	96	0.0312	0.5975	0.5183	0.0038	
nsga20k2x	I1	387890	92	0.0063	0.6805	0.5010	0.0046	
nsga20k2x	I1	386103	99	0.0312	0.5631	0.4974	0.0048	
nsga20k2x	I1	386568	99	0.0250	0.6180	0.5115	0.0037	
nsga20k2x	I1	387522	91	0.0187	0.6558	0.5071	0.0043	
nsga20k2x	I1	385960	83	0.0187	0.6197	0.5051	0.0039	
nsga20k2x	I1	388885	103	0.0063	0.5464	0.5118	0.0036	
nsga20k2x	I1	387236	88	0.0250	0.6469	0.4961	0.0056	
nsga20k2x	I1	388537	87	0.0250	0.6511	0.5117	0.0043	
nsga20k2x	I1	387412	100	0.0375	0.6660	0.5065	0.0045	
nsga20k2x	I1	387613	89	0.0312	0.6609	0.5036	0.0045	
nsga20k2x	I1	388390	99	0.0000	0.6387	0.5063	0.0040	
nsga20k2x	I1	387041	95	0.0187	0.6923	0.4950	0.0059	
nsga20k2x	I1	387368	101	0.0187	0.6183	0.5076	0.0043	
nsga20k2x	I1	386967	98	0.0000	0.6152	0.5047	0.0039	
nsga20k2x	I1	386399	97	0.0437	0.6251	0.5095	0.0043	
nsga20k2x	I1	388111	86	0.0125	0.6230	0.5076	0.0041	
nsga20k2x	I1	386300	85	0.0125	0.6193	0.5017	0.0045	
nsga20k2x	I1	387629	91	0.0063	0.6623	0.4975	0.0049	
nsga20k2x	I1	385505	95	0.0312	0.6366	0.5085	0.0038	
nsga20k2x	I1	387042	94	0.0125	0.7201	0.5043	0.0037	
nsga20k2x	I1	386514	110	0.0125	0.6448	0.5041	0.0035	
nsga20k2x	I1	386540	92	0.0250	0.6307	0.5013	0.0048	
nsga20k2x	I1	386141	96	0.0000	0.5845	0.4934	0.0046	
nsga20k2x	I1	387782	96	0.0312	0.6355	0.5151	0.0037	
nsga20k2x	I1	387569	102	0.0250	0.6255	0.5079	0.0038	
nsga20k2x	I1	386596	90	0.0187	0.6608	0.4996	0.0038	
nsga20k2x	I2	426037	44	0.0233	0.6532	0.4895	0.0100	
nsga20k2x	I2	426372	62	0.0233	0.6332	0.4851	0.0076	
nsga20k2x	I2	427322	49	0.0116	0.5870	0.4612	0.0108	
nsga20k2x	I2	427134	53	0.0930	0.7049	0.4948	0.0083	
nsga20k2x	I2	425971	55	0.0116	0.7749	0.4766	0.0083	
nsga20k2x	I2	425245	37	0.0814	0.6783	0.5177	0.0070	
nsga20k2x	I2	426248	56	0.0116	0.7321	0.4950	0.0083	
nsga20k2x	I2	426069	51	0.0233	0.6093	0.4837	0.0096	
nsga20k2x	I2	425860	48	0.0116	0.6064	0.4942	0.0091	
nsga20k2x	I2	426287	59	0.0116	0.6450	0.4694	0.0092	
nsga20k2x	I2	426252	54	0.0116	0.6495	0.4748	0.0082	
nsga20k2x	I2	426034	60	0.0000	0.6353	0.4684	0.0087	
nsga20k2x	I2	426577	61	0.0000	0.5703	0.4678	0.0093	
nsga20k2x	I2	427056	55	0.0116	0.6185	0.4800	0.0089	
nsga20k2x	I2	426752	41	0.0814	0.5717	0.4915	0.0093	
nsga20k2x	I2	426253	59	0.0116	0.6893	0.4638	0.0101	
nsga20k2x	I2	426998	49	0.0698	0.6731	0.4996	0.0077	
nsga20k2x	I2	426850	47	0.0116	0.6579	0.4883	0.0082	
nsga20k2x	I2	427020	57	0.0000	0.7117	0.4710	0.0104	
nsga20k2x	I2	426064	50	0.0000	0.6436	0.4788	0.0113	
nsga20k2x	I2	427084	50	0.0000	0.6868	0.4716	0.0090	
nsga20k2x	I2	426606	56	0.0349	0.6550	0.4905	0.0093	
nsga20k2x	I2	428217	54	0.0000	0.6301	0.4785	0.0089	
nsga20k2x	I2	426675	48	0.0000	0.6634	0.4844	0.0092	
nsga20k2x	I2	426355	62	0.0000	0.6312	0.4659	0.0092	
nsga20k2x	I2	425941	53	0.0349	0.7060	0.4896	0.0091	
nsga20k2x	I2	425818	50	0.0465	0.5744	0.4889	0.0075	
nsga20k2x	I2	427542	59	0.0000	0.6347	0.4626	0.0092	
nsga20k2x	I2	425905	56	0.0233	0.7666	0.4755	0.0102	
nsga20k2x	I2	427153	59	0.0349	0.6984	0.4804	0.0088	
nsga20k2x	I2	427106	53	0.0233	0.6583	0.4865	0.0077	
nsga20k2x	I2	426377	58	0.0116	0.6239	0.4590	0.0101	
nsga20k2x	I2	426944	57	0.0000	0.6534	0.4656	0.0094	
nsga20k2x	I2	426217	57	0.0233	0.6828	0.4852	0.0095	
nsga20k2x	I2	427414	55	0.0000	0.6323	0.4707	0.0097	
nsga20k2x	I2	427252	58	0.0349	0.7328	0.4921	0.0098	
nsga20k2x	I2	427211	47	0.0349	0.6586	0.4862	0.0092	
nsga20k2x	I2	425345	64	0.0233	0.7139	0.4988	0.0083	
nsga20k2x	I2	427784	61	0.0000	0.6704	0.4831	0.0092	
nsga20k2x	I2	426247	65	0.0000	0.6321	0.4724	0.0095	
nsga20k2x	I2	425233	53	0.0000	0.6825	0.4533	0.0103	
nsga20k2x	I2	426913	47	0.0233	0.6717	0.4833	0.0107	
nsga20k2x	I2	425880	55	0.0116	0.6853	0.4860	0.0092	
nsga20k2x	I2	425502	54	0.0349	0.6364	0.4885	0.0092	
nsga20k2x	I2	426065	54	0.0116	0.6645	0.4747	0.0097	
nsga20k2x	I2	426980	54	0.0233	0.6270	0.4806	0.0090	
nsga20k2x	I2	427062	60	0.0000	0.6843	0.4654	0.0092	
nsga20k2x	I2	426669	57	0.0116	0.6482	0.4838	0.0080	
nsga20k2x	I2	426656	43	0.0233	0.6214	0.4823	0.0101	
nsga20k2x	I2	427761	49	0.0349	0.5558	0.4892	0.0075	
nsga20k2x	I3	422615	69	0.0000	0.5681	0.3894	0.0110	
nsga20k2x	I3	420739	64	0.0242	0.5842	0.4192	0.0093	
nsga20k2x	I3	423146	63	0.0403	0.8775	0.4132	0.0305	
nsga20k2x	I3	421668	71	0.0161	0.5755	0.4086	0.0091	
