config	inst	time	count	best	spr	hv	gd	
nsga05k2x	I1	239726	68	0.0154	0.5458	0.5104	0.0058	
nsga05k2x	I2	508373	44	0.0130	0.8190	0.4689	0.0162	
nsga05k2x	I2	505335	39	0.0260	0.7279	0.4879	0.0146	
nsga05k2x	I2	422819	31	0.0000	0.7032	0.4892	0.0113	
nsga05k2x	I2	416292	43	0.0260	0.6738	0.5004	0.0102	
nsga05k2x	I2	403944	38	0.0000	0.6609	0.4726	0.0144	
nsga05k2x	I2	400768	44	0.0649	0.7080	0.5066	0.0126	
nsga05k2x	I2	399966	40	0.0260	0.6643	0.4705	0.0122	
nsga05k2x	I2	396602	41	0.0000	0.6356	0.4882	0.0129	
nsga05k2x	I2	392263	38	0.0519	0.6132	0.5024	0.0104	
nsga05k2x	I2	395630	39	0.0390	0.6804	0.4867	0.0140	
nsga05k2x	I2	393868	42	0.0130	0.7012	0.4710	0.0150	
nsga05k2x	I2	393786	45	0.0000	0.7943	0.4590	0.0200	
nsga05k2x	I2	393282	48	0.0000	0.6102	0.4787	0.0116	
nsga05k2x	I2	393071	38	0.0130	0.6040	0.4582	0.0158	
nsga05k2x	I2	393771	42	0.0130	0.6645	0.4722	0.0132	
nsga05k2x	I2	394118	37	0.0390	0.7128	0.4921	0.0118	
nsga05k2x	I2	393185	36	0.0130	0.6227	0.4801	0.0140	
nsga05k2x	I2	450856	37	0.0130	0.6107	0.4556	0.0123	
nsga05k2x	I2	409150	46	0.0000	0.6073	0.4558	0.0153	
nsga05k2x	I2	411326	35	0.0130	0.7051	0.4711	0.0161	
nsga05k2x	I2	395668	49	0.0260	0.6901	0.4790	0.0146	
nsga05k2x	I2	394262	44	0.0260	0.6573	0.4647	0.0138	
nsga05k2x	I2	393078	41	0.0130	0.6092	0.4881	0.0111	
nsga05k2x	I2	393618	35	0.0519	0.5147	0.4970	0.0132	
nsga05k2x	I2	393155	39	0.0000	0.6405	0.4553	0.0140	
nsga05k2x	I2	368884	43	0.0260	0.6099	0.4878	0.0122	
nsga05k2x	I2	294697	43	0.0260	0.6900	0.4922	0.0118	
nsga05k2x	I2	293792	41	0.0519	0.6657	0.4687	0.0131	
nsga05k2x	I2	294682	40	0.0519	0.8334	0.4947	0.0152	
nsga05k2x	I2	296133	39	0.0260	0.5496	0.4880	0.0126	
nsga05k2x	I2	294112	31	0.0649	0.5598	0.4933	0.0112	
nsga05k2x	I2	295499	35	0.0130	0.6896	0.4817	0.0156	
nsga05k2x	I2	294227	39	0.0130	0.6571	0.4846	0.0113	
nsga05k2x	I2	293744	45	0.0130	0.7280	0.4834	0.0147	
nsga05k2x	I2	295379	42	0.0390	0.5374	0.5003	0.0107	
nsga05k2x	I2	295418	40	0.0000	0.6495	0.4617	0.0134	
nsga05k2x	I2	295116	35	0.0130	0.6549	0.4874	0.0134	
nsga05k2x	I2	294717	44	0.0130	0.7183	0.4807	0.0117	
nsga05k2x	I2	295865	44	0.0130	0.8092	0.4852	0.0140	
nsga05k2x	I2	294948	35	0.0260	0.6673	0.4794	0.0140	
nsga05k2x	I2	294038	40	0.0390	0.5730	0.4878	0.0103	
nsga05k2x	I2	294232	26	0.0130	0.6182	0.4760	0.0157	
nsga05k2x	I2	295856	42	0.0130	0.6608	0.4815	0.0124	
nsga05k2x	I2	293739	36	0.0130	0.7202	0.4764	0.0126	
nsga05k2x	I2	295336	36	0.0000	0.6084	0.4803	0.0139	
nsga05k2x	I2	294810	47	0.0000	0.5804	0.4725	0.0120	
nsga05k2x	I2	295628	42	0.0260	0.7505	0.4787	0.0113	
nsga05k2x	I2	295290	37	0.0130	0.6479	0.4671	0.0146	
nsga05k2x	I2	288252	46	0.0000	0.6541	0.4371	0.0144	
nsga05k2x	I2	244599	38	0.0130	0.6295	0.4982	0.0114	
nsga05k2x	I3	505008	53	0.0000	0.7122	0.3644	0.0215	
nsga05k2x	I3	499856	57	0.0183	0.5694	0.3734	0.0143	
nsga05k2x	I3	433693	61	0.0092	0.6200	0.3922	0.0125	
nsga05k2x	I3	424024	48	0.0092	0.6366	0.3754	0.0192	
nsga05k2x	I3	410936	48	0.0275	0.6047	0.3993	0.0128	
nsga05k2x	I3	408812	56	0.0092	0.7251	0.3837	0.0150	
nsga05k2x	I3	403551	51	0.0183	0.5736	0.3960	0.0139	
nsga05k2x	I3	406964	45	0.0275	0.6665	0.3817	0.0174	
nsga05k2x	I3	406208	67	0.0275	0.6624	0.3770	0.0160	
nsga05k2x	I3	408476	54	0.0092	0.8176	0.3758	0.0282	
nsga05k2x	I3	409952	56	0.0550	0.6468	0.4136	0.0163	
nsga05k2x	I3	410322	62	0.0000	0.7526	0.3773	0.0179	
nsga05k2x	I3	410445	49	0.0367	0.5862	0.3957	0.0126	
nsga05k2x	I3	411035	50	0.0183	0.5882	0.3796	0.0141	
nsga05k2x	I3	407811	43	0.0367	0.5211	0.4042	0.0115	
nsga05k2x	I3	406230	47	0.0367	0.5198	0.3952	0.0121	
nsga05k2x	I3	422633	58	0.0092	0.6903	0.3624	0.0158	
nsga05k2x	I3	454113	50	0.0275	0.6209	0.3994	0.0141	
nsga05k2x	I3	431716	45	0.0275	0.7004	0.3973	0.0198	
nsga05k2x	I3	426083	50	0.0092	0.8374	0.3720	0.0202	
nsga05k2x	I3	422820	50	0.0275	0.8602	0.3708	0.0409	
nsga05k2x	I3	418861	47	0.0183	0.5855	0.3915	0.0145	
nsga05k2x	I3	420592	45	0.0275	0.6064	0.3769	0.0208	
nsga05k2x	I3	418572	52	0.0000	0.6948	0.3807	0.0169	
nsga05k2x	I3	393561	67	0.0000	0.8024	0.3809	0.0164	
nsga05k2x	I3	296242	50	0.0550	0.6695	0.3944	0.0124	
nsga05k2x	I3	295693	58	0.0092	0.6034	0.3806	0.0139	
nsga05k2x	I3	301464	62	0.0092	0.7609	0.3494	0.0224	
nsga05k2x	I3	296880	60	0.0183	0.7055	0.3908	0.0109	
nsga05k2x	I3	298171	62	0.0000	0.6157	0.3809	0.0151	
nsga05k2x	I3	297584	55	0.0275	0.7349	0.4044	0.0197	
nsga05k2x	I3	298339	46	0.0092	0.6049	0.3698	0.0158	
nsga05k2x	I3	301574	58	0.0000	0.7622	0.3733	0.0152	
nsga05k2x	I3	298921	52	0.0275	0.6499	0.3982	0.0134	
nsga05k2x	I3	298065	61	0.0275	0.5702	0.3937	0.0122	
nsga05k2x	I3	297829	45	0.0092	0.6590	0.4070	0.0099	
nsga05k2x	I3	296840	52	0.0092	0.6592	0.3657	0.0167	
nsga05k2x	I3	298116	48	0.0092	0.7523	0.3705	0.0200	
nsga05k2x	I3	297328	50	0.0275	0.7414	0.3877	0.0230	
nsga05k2x	I3	298769	50	0.0459	0.7302	0.4023	0.0142	
nsga05k2x	I3	298844	47	0.0275	0.7069	0.3901	0.0229	
nsga05k2x	I3	297723	54	0.0275	0.5951	0.3969	0.0129	
nsga05k2x	I3	298488	67	0.0092	0.7486	0.3588	0.0183	
nsga05k2x	I3	299657	47	0.0275	0.8703	0.3796	0.0447	
nsga05k2x	I3	297708	51	0.0092	0.6317	0.3764	0.0140	
nsga05k2x	I3	298171	43	0.0367	0.6125	0.3931	0.0149	
nsga05k2x	I3	298483	38	0.0183	0.6802	0.4000	0.0180	
nsga05k2x	I3	286342	49	0.0092	0.5733	0.3782	0.0134	
nsga05k2x	I3	239227	50	0.0367	0.6434	0.3994	0.0129	
nsga05k2x	I3	196993	51	0.0275	0.6961	0.3826	0.0218	
nsga05k2x	I4	173183	86	0.0286	0.5677	0.5395	0.0040	
nsga05k2x	I4	174352	82	0.0071	0.6409	0.5403	0.0041	
nsga05k2x	I4	173794	88	0.0143	0.6077	0.5351	0.0048	
nsga05k2x	I4	173818	89	0.0071	0.6842	0.5316	0.0052	
nsga05k2x	I4	174640	87	0.0357	0.6722	0.5469	0.0038	
nsga05k2x	I4	173811	101	0.0429	0.5916	0.5460	0.0035	
nsga05k2x	I4	148919	78	0.0143	0.4973	0.5331	0.0053	
nsga05k2x	I4	147450	91	0.0286	0.5597	0.5412	0.0042	
nsga05k2x	I4	147355	87	0.0000	0.6096	0.5346	0.0042	
nsga05k2x	I4	146849	90	0.0143	0.6556	0.5395	0.0045	
nsga05k2x	I4	146664	80	0.0071	0.6006	0.5427	0.0041	
nsga05k2x	I4	147563	95	0.0071	0.6519	0.5323	0.0042	
nsga05k2x	I4	142186	84	0.0143	0.6118	0.5218	0.0052	
nsga05k2x	I4	142087	71	0.0071	0.5934	0.5304	0.0057	
nsga05k2x	I4	142693	83	0.0214	0.6290	0.5389	0.0047	
nsga05k2x	I4	141695	84	0.0571	0.5987	0.5548	0.0033	
nsga05k2x	I4	141981	80	0.0000	0.6947	0.5270	0.0052	
nsga05k2x	I4	141382	80	0.0214	0.6444	0.5377	0.0045	
nsga05k2x	I4	140895	75	0.0286	0.5817	0.5402	0.0048	
nsga05k2x	I4	141790	88	0.0071	0.6121	0.5386	0.0046	
nsga05k2x	I4	142159	76	0.0000	0.6241	0.5321	0.0053	
nsga05k2x	I4	143200	105	0.0500	0.6055	0.5484	0.0034	
nsga05k2x	I4	143092	81	0.0357	0.5932	0.5372	0.0044	
nsga05k2x	I4	143104	78	0.0000	0.6703	0.5413	0.0041	
nsga05k2x	I4	143094	85	0.0214	0.6973	0.5381	0.0045	
nsga05k2x	I4	141951	79	0.0071	0.6269	0.5304	0.0053	
nsga05k2x	I4	142161	77	0.0286	0.6155	0.5369	0.0049	
nsga05k2x	I4	142913	66	0.0214	0.6192	0.5392	0.0051	
nsga05k2x	I4	141857	94	0.0071	0.7166	0.5331	0.0048	
nsga05k2x	I4	143030	87	0.0000	0.6974	0.5322	0.0045	
nsga05k2x	I4	142249	75	0.0571	0.6664	0.5395	0.0045	
nsga05k2x	I4	142458	85	0.0071	0.5983	0.5266	0.0050	
nsga05k2x	I4	143247	85	0.0214	0.7448	0.5345	0.0046	
nsga05k2x	I4	142323	78	0.0357	0.5889	0.5457	0.0043	
nsga05k2x	I4	142652	98	0.0000	0.6165	0.5347	0.0042	
nsga05k2x	I4	142707	84	0.0214	0.5293	0.5307	0.0047	
nsga05k2x	I4	141629	95	0.0143	0.6507	0.5396	0.0044	
nsga05k2x	I4	142270	90	0.0214	0.6669	0.5348	0.0045	
nsga05k2x	I4	142024	89	0.0143	0.5800	0.5271	0.0046	
nsga05k2x	I4	142867	90	0.0143	0.5919	0.5334	0.0050	
nsga05k2x	I4	142008	98	0.0143	0.6951	0.5263	0.0050	
nsga05k2x	I4	143122	95	0.0143	0.6323	0.5362	0.0045	
nsga05k2x	I4	142209	97	0.0357	0.6365	0.5421	0.0045	
nsga05k2x	I4	142274	85	0.0071	0.5804	0.5403	0.0038	
nsga05k2x	I4	142629	74	0.0214	0.6874	0.5331	0.0050	
nsga05k2x	I4	142248	84	0.0357	0.6244	0.5341	0.0050	
nsga05k2x	I4	141989	71	0.0571	0.6545	0.5485	0.0048	
nsga05k2x	I4	142447	85	0.0143	0.6238	0.5334	0.0051	
nsga05k2x	I4	161186	93	0.0071	0.6783	0.5362	0.0046	
nsga05k2x	I4	170871	75	0.0500	0.6327	0.5431	0.0049	
nsga05k2x	I5	62920	69	0.0320	0.6623	0.4868	0.0060	
nsga05k2x	I5	62853	73	0.0000	0.6847	0.4680	0.0067	
nsga05k2x	I5	62994	71	0.0320	0.6633	0.4792	0.0066	
nsga05k2x	I5	62555	67	0.0240	0.6241	0.4626	0.0081	
nsga05k2x	I5	62981	77	0.0160	0.5405	0.4715	0.0055	
nsga05k2x	I5	63295	71	0.0400	0.6326	0.4885	0.0043	
nsga05k2x	I5	63267	61	0.0160	0.6446	0.4595	0.0074	
nsga05k2x	I5	63008	57	0.0640	0.6536	0.4898	0.0058	
nsga05k2x	I5	63339	73	0.0400	0.6479	0.4834	0.0058	
nsga05k2x	I5	63072	79	0.0560	0.6317	0.4764	0.0054	
nsga05k2x	I5	62880	71	0.0000	0.5655	0.4667	0.0067	
nsga05k2x	I5	62831	65	0.0080	0.5783	0.4679	0.0076	
nsga05k2x	I5	62984	82	0.0080	0.5855	0.4734	0.0063	
nsga05k2x	I5	62827	63	0.0080	0.6748	0.4699	0.0087	
nsga05k2x	I5	61222	84	0.0000	0.6219	0.4709	0.0062	
nsga05k2x	I5	60873	79	0.0080	0.6914	0.4652	0.0067	
nsga05k2x	I5	60956	71	0.0000	0.6649	0.4631	0.0063	
nsga05k2x	I5	60786	69	0.0000	0.5597	0.4640	0.0066	
nsga05k2x	I5	60547	87	0.0160	0.5811	0.4709	0.0053	
nsga05k2x	I5	60394	73	0.0240	0.6735	0.4755	0.0065	
nsga05k2x	I5	60955	78	0.0240	0.6172	0.4824	0.0054	
nsga05k2x	I5	60874	82	0.0000	0.6559	0.4568	0.0079	
nsga05k2x	I5	60851	69	0.0080	0.5774	0.4776	0.0055	
nsga05k2x	I5	60844	67	0.0080	0.7219	0.4649	0.0070	
nsga05k2x	I5	60576	70	0.0240	0.5750	0.4673	0.0061	
nsga05k2x	I5	60780	65	0.0160	0.6265	0.4766	0.0063	
nsga05k2x	I5	60630	69	0.0320	0.5639	0.4723	0.0063	
nsga05k2x	I5	60657	73	0.0080	0.5971	0.4801	0.0052	
nsga05k2x	I5	60884	82	0.0160	0.5601	0.4688	0.0053	
nsga05k2x	I5	60661	66	0.0560	0.6585	0.4853	0.0057	
nsga05k2x	I5	60557	62	0.0480	0.6041	0.4867	0.0065	
nsga05k2x	I5	60870	80	0.0320	0.5574	0.4705	0.0059	
nsga05k2x	I5	61047	73	0.0480	0.5667	0.4736	0.0065	
nsga05k2x	I5	61068	63	0.0240	0.5863	0.4745	0.0070	
nsga05k2x	I5	60756	70	0.0080	0.6329	0.4763	0.0064	
nsga05k2x	I5	60803	76	0.0400	0.6055	0.4782	0.0063	
nsga05k2x	I5	60688	81	0.0240	0.5568	0.4786	0.0052	
nsga05k2x	I5	60493	60	0.0320	0.5702	0.4752	0.0066	
nsga05k2x	I5	60968	71	0.0240	0.6634	0.4697	0.0068	
nsga05k2x	I5	60568	73	0.0080	0.5930	0.4731	0.0060	
nsga05k2x	I5	60969	84	0.0160	0.5570	0.4713	0.0055	
nsga05k2x	I5	60785	80	0.0400	0.5723	0.4740	0.0055	
nsga05k2x	I5	61325	81	0.0080	0.6642	0.4635	0.0061	
nsga05k2x	I5	61137	71	0.0160	0.5596	0.4708	0.0064	
nsga05k2x	I5	60574	71	0.0080	0.6245	0.4691	0.0062	
nsga05k2x	I5	60890	70	0.0080	0.6206	0.4612	0.0070	
nsga05k2x	I5	60606	72	0.0240	0.6716	0.4728	0.0064	
nsga05k2x	I5	61187	74	0.0000	0.6310	0.4671	0.0063	
nsga05k2x	I5	60827	77	0.0000	0.7984	0.4576	0.0081	
nsga05k2x	I5	60662	69	0.0080	0.5603	0.4702	0.0059	
nsga10k2x	I0	41175	56	0.0789	0.6735	0.5089	0.0082	
nsga10k2x	I0	41181	62	0.0088	0.6153	0.4829	0.0085	
nsga10k2x	I0	41015	54	0.0088	0.6383	0.4682	0.0096	
nsga10k2x	I0	41118	60	0.0175	0.6308	0.4775	0.0087	
nsga10k2x	I0	41194	57	0.0263	0.6307	0.4842	0.0097	
nsga10k2x	I0	41175	49	0.0088	0.6666	0.4736	0.0086	
nsga10k2x	I0	41181	58	0.0263	0.5644	0.4804	0.0106	
nsga10k2x	I0	41218	59	0.0175	0.7187	0.4821	0.0099	
nsga10k2x	I0	41190	59	0.0351	0.5483	0.4891	0.0070	
nsga10k2x	I0	41304	58	0.0351	0.6595	0.4910	0.0080	
nsga10k2x	I0	41153	56	0.0351	0.6521	0.4866	0.0078	
nsga10k2x	I0	41095	61	0.0263	0.6416	0.4834	0.0069	
nsga10k2x	I0	41126	60	0.0088	0.5822	0.4838	0.0071	
nsga10k2x	I0	41082	53	0.0351	0.5873	0.4928	0.0077	
nsga10k2x	I0	38821	56	0.0088	0.6848	0.4847	0.0063	
nsga10k2x	I0	30428	58	0.0263	0.6916	0.4820	0.0079	
nsga10k2x	I0	29601	50	0.0175	0.7801	0.4765	0.0122	
nsga10k2x	I0	29747	57	0.0175	0.7657	0.4592	0.0153	
nsga10k2x	I0	29667	59	0.0088	0.6554	0.4850	0.0071	
nsga10k2x	I0	30062	58	0.0175	0.6024	0.4834	0.0099	
nsga10k2x	I0	29924	66	0.0088	0.7517	0.4859	0.0117	
nsga10k2x	I0	30262	58	0.0263	0.7123	0.4954	0.0093	
nsga10k2x	I0	29957	59	0.0263	0.6171	0.4888	0.0088	
nsga10k2x	I0	30036	53	0.0526	0.5623	0.5086	0.0051	
nsga10k2x	I0	29946	58	0.0175	0.7137	0.4788	0.0094	
nsga10k2x	I0	30172	56	0.0175	0.6408	0.4808	0.0082	
nsga10k2x	I0	29968	60	0.0351	0.6681	0.5002	0.0063	
nsga10k2x	I0	30035	62	0.0000	0.5992	0.4609	0.0093	
nsga10k2x	I0	29835	57	0.0088	0.5822	0.4675	0.0094	
nsga10k2x	I0	30129	58	0.0175	0.6314	0.4681	0.0112	
nsga10k2x	I0	30071	56	0.0175	0.6559	0.4808	0.0095	
nsga10k2x	I0	29930	57	0.0088	0.6660	0.4744	0.0096	
nsga10k2x	I0	30245	60	0.0000	0.5913	0.4743	0.0081	
nsga10k2x	I0	30000	60	0.0088	0.6414	0.4898	0.0069	
nsga10k2x	I0	29931	61	0.0088	0.6301	0.4738	0.0088	
nsga10k2x	I0	30101	60	0.0175	0.5794	0.4834	0.0083	
nsga10k2x	I0	29941	58	0.0000	0.6444	0.4809	0.0092	
nsga10k2x	I0	30197	56	0.0439	0.6290	0.4973	0.0071	
nsga10k2x	I0	29836	63	0.0439	0.7435	0.4967	0.0079	
nsga10k2x	I0	30087	54	0.0175	0.7489	0.4839	0.0108	
nsga10k2x	I0	29732	55	0.0000	0.6602	0.4687	0.0094	
nsga10k2x	I0	29762	61	0.0175	0.6228	0.4806	0.0089	
nsga10k2x	I0	30096	55	0.0088	0.6353	0.4756	0.0100	
nsga10k2x	I0	29983	56	0.0000	0.6813	0.4756	0.0085	
nsga10k2x	I0	29769	58	0.0439	0.6791	0.4785	0.0077	
nsga10k2x	I0	29895	53	0.0175	0.5752	0.4861	0.0071	
nsga10k2x	I0	29866	62	0.0175	0.7307	0.4754	0.0146	
nsga10k2x	I0	29930	55	0.0263	0.7099	0.4854	0.0104	
nsga10k2x	I0	30055	53	0.0088	0.5941	0.4870	0.0072	
nsga10k2x	I0	29990	60	0.0175	0.6604	0.4750	0.0097	
nsga10k2x	I1	185088	68	0.0308	0.6546	0.4881	0.0055	
nsga10k2x	I1	185275	73	0.0077	0.6359	0.4941	0.0053	
nsga10k2x	I1	184303	76	0.0154	0.6489	0.4969	0.0059	
nsga10k2x	I1	184840	85	0.0154	0.6694	0.4825	0.0069	
nsga10k2x	I1	185290	76	0.0077	0.6622	0.4780	0.0062	
nsga10k2x	I1	185019	76	0.0000	0.6502	0.4925	0.0045	
nsga10k2x	I1	185033	79	0.0077	0.6259	0.4892	0.0051	
nsga10k2x	I1	185549	76	0.0077	0.6110	0.4859	0.0056	
nsga10k2x	I1	184655	82	0.0000	0.6212	0.4970	0.0044	
nsga10k2x	I1	185273	81	0.0154	0.6429	0.4841	0.0057	
nsga10k2x	I1	183996	79	0.0154	0.6159	0.4884	0.0043	
nsga10k2x	I1	185065	88	0.0077	0.6375	0.4831	0.0055	
nsga10k2x	I1	184786	65	0.0154	0.6122	0.4941	0.0051	
nsga10k2x	I1	184735	70	0.0462	0.6787	0.5060	0.0049	
nsga10k2x	I1	184657	80	0.0154	0.6686	0.5032	0.0045	
nsga10k2x	I1	184737	87	0.0231	0.6705	0.4869	0.0053	
nsga10k2x	I1	184865	71	0.0154	0.6231	0.4941	0.0051	
nsga10k2x	I1	184971	80	0.0154	0.6198	0.4843	0.0054	
nsga10k2x	I1	185001	69	0.0538	0.5862	0.5142	0.0038	
nsga10k2x	I1	184436	70	0.0462	0.6433	0.4939	0.0054	
nsga10k2x	I1	185080	81	0.0231	0.6826	0.4961	0.0047	
nsga10k2x	I1	184585	77	0.0000	0.6073	0.4786	0.0052	
nsga10k2x	I1	185718	70	0.0385	0.7315	0.5040	0.0054	
nsga10k2x	I1	184887	77	0.0231	0.6947	0.4946	0.0056	
nsga10k2x	I1	184759	70	0.0000	0.6533	0.4873	0.0056	
nsga10k2x	I1	184541	72	0.0154	0.6513	0.4826	0.0051	
nsga10k2x	I1	184402	75	0.0154	0.6281	0.5000	0.0050	
