inst	noh	mks	cst
OMET	21.1426	458.1	232163.7741
OMET	56.4514	422.8	235691.8646
OMET	38.3643	440.9	233856.5534
OMET	52.1865	427.1	235287.6181
OMET	131.2444	348.0	243882.1222
OMET	88.2401	391.1	238909.2857
OMET	58.2888	421.0	235859.3922
OMET	64.4648	414.8	236579.0075
OMET	107.0418	372.2	241176.8276
OMET	13.3801	465.9	231377.3601
OMET	22.1764	457.1	232272.698
OMET	89.5423	389.7	239099.4396
OMET	32.9844	446.3	233329.4846
OMET	33.4443	445.8	233445.1533
OMET	94.9502	384.3	239759.1531
OMET	102.878	376.4	240720.6616
OMET	13.8814	465.4	231434.231
OMET	95.5602	383.7	239776.7707
OMET	34.1484	445.1	233515.4426
OMET	27.0557	452.2	232779.7369
OMET	48.4434	430.8	234902.4339
OMET	26.1551	453.1	232681.1801
OMET	53.9525	425.3	235514.1523
OMET	109.5652	369.7	241425.1139
OMET	19.1751	460.1	231970.9006
OMET	46.7583	432.5	234790.2622
OMET	53.7947	425.5	235411.9977
OMET	104.7728	374.5	240927.3248
OMET	107.8834	371.4	241129.4151
OMET	22.068	457.2	232245.9451
OMET	34.8505	444.4	233528.1939
OMET	123.4455	355.8	242945.9511
OMET	88.7503	390.5	238970.9494
OMET	35.4456	443.8	233563.0879
OMET	63.666	415.6	236474.2332
OMET	65.2551	414.0	236454.6943
OMET	99.6901	379.6	240106.6907
OMET	74.0995	405.2	237328.869
OMET	31.4721	447.8	233160.5844
OMET	87.1838	392.1	239016.1715
OMET	126.9724	352.3	243395.4876
OMET	110.3071	369.0	241589.2537
OMET	113.2515	366.0	241744.4069
OMET	107.4676	371.8	241005.2414
OMET	68.9624	410.3	236894.8886
OMET	133.7716	345.5	244149.1032
OMET	14.9178	464.4	231562.0602
OMET	79.495	399.8	237956.6889
OMET	35.7954	443.5	233637.2147
OMET	108.8805	370.4	241283.4711
OMET	98.8542	380.4	240328.1594
OMET	92.853	386.4	239691.2837
OMET	93.9423	385.3	239766.9929
OMET	59.273	420.0	235917.1635
OMET	62.2578	417.0	236309.0667
OMET	19.6968	459.6	231997.4414
OMET	92.4522	386.8	239624.0092
OMET	46.2432	433.0	234577.109
OMET	78.0564	401.2	237868.1215
OMET	12.5142	466.8	231319.1864
OMET	77.543	401.7	237947.1515
OMET	80.0532	399.2	238072.4396
OMET	76.0708	403.2	237743.6955
OMET	48.2756	431.0	234867.4197
OMET	13.8403	465.4	231447.7515
OMET	133.5419	345.7	244137.3313
OMET	84.5521	394.7	238559.5911
OMET	87.7017	391.6	238864.9149
OMET	121.0456	358.2	242864.3325
OMET	121.6796	357.6	242764.6592
OMET	59.2457	420.0	236102.9255
OMET	51.0475	428.2	235289.7467
OMET	60.5544	418.7	236056.4046
OMET	63.7533	415.5	236428.9252
OMET	13.025	466.3	231361.701
OMET	63.1435	416.1	236587.8726
OMET	39.8575	439.4	234031.042
OMET	74.5876	404.7	237486.6556
OMET	18.3485	460.9	231895.4301
OMET	65.6894	413.6	236505.9139
OMET	93.0099	386.3	239385.3348
OMET	86.6137	392.7	238689.2893
OMET	136.4801	342.8	244479.331
OMET	85.636	393.7	238636.8875
OMET	17.0548	462.2	231753.2327
OMET	136.0662	343.2	244431.1168
OMET	43.9793	435.3	234344.2451
OMET	38.9692	440.3	233910.568
OMET	112.0608	367.2	241727.6256
OMET	56.8773	422.4	235653.6022
OMET	71.3471	407.9	237366.9937
OMET	91.9849	387.3	239354.5787
OMET	100.9776	378.3	240484.7118
OMET	23.9969	455.3	232449.8077
OMET	53.949	425.3	235525.2318
OMET	109.7461	369.5	241605.8722
OMET	64.6622	414.6	236451.0491
OMET	117.4829	361.8	242308.55
OMET	37.6422	441.6	233852.8729
OMET	23.6442	455.6	232484.6428
OMET	26.3481	452.9	232689.8906
OMET	113.8868	365.4	241967.7927
OMET	105.0757	374.2	240944.2078
OMET	33.3644	445.9	233389.0044
OMET	66.9969	412.3	236708.2591
OMET	37.1601	442.1	233770.3924
OMET	34.5635	444.7	233508.8207
OMET	64.4127	414.9	236507.2836
OMET	116.1468	363.1	242177.5192
OMET	117.9957	361.3	242393.9448
OMET	26.7432	452.5	232807.4141
OMET	92.3343	387.0	239363.9636
OMET	103.5931	375.7	240599.6358
OMET	22.9556	456.3	232339.3136
OMET	29.4608	449.8	233054.0233
OMET	107.347	371.9	241222.7294
OMET	36.8811	442.4	233750.4038
OMET	55.1635	424.1	235752.6334
OMET	122.345	356.9	242894.6634
OMET	139.5139	339.8	244856.5761
OMET	82.1775	397.1	238280.4988
OMET	15.4453	463.8	231622.5146
OMET	121.2662	358.0	242684.1787
OMET	97.8402	381.4	240013.8958
OMET	77.3221	402.0	237803.8904
OMET	90.7489	388.5	239392.3449
OMET	99.0574	380.2	240119.4624
OMET	137.5504	341.7	244620.4561
OMET	136.3279	343.0	244444.0787
OMET	133.4426	345.8	244140.9005
OMET	109.7146	369.6	241378.6838
OMET	100.0982	379.2	240284.5983
OMET	104.8347	374.5	240759.5135
OMET	72.0516	407.2	237578.5346
OMET	85.0895	394.2	238524.8649
OMET	86.75	392.5	238752.1714
OMET	134.756	344.5	244317.571
OMET	84.4382	394.8	238665.1374
OMET	69.5741	409.7	237113.3339
OMET	131.7774	347.5	243956.2074
OMET	74.1445	405.1	237433.4049
OMET	21.7505	457.5	232267.2713
OMET	113.4884	365.8	241786.0766
OMET	52.5475	426.7	235239.7744
OMET	114.0784	365.2	241886.5868
OMET	63.5235	415.8	236430.5761
OMET	96.9509	382.3	239941.4238
OMET	15.6676	463.6	231644.1859
OMET	48.8889	430.4	234879.8524
OMET	61.5561	417.7	236200.1384
OMET	30.3635	448.9	233073.2809
OMET	78.9964	400.3	237880.7072
OMET	38.8557	440.4	233957.7545
OMET	55.658	423.6	235606.8786
OMET	78.1604	401.1	238123.4949
OMET	103.0485	376.2	240568.5909
OMET	107.3562	371.9	241078.1894
OMET	85.5447	393.7	238785.8886
OMET	53.4953	425.8	235399.7809
OMET	92.4563	386.8	239607.0519
OMET	102.4224	376.9	240429.6405
OMET	78.5466	400.7	237925.6049
OMET	21.5688	457.7	232200.3083
OMET	67.9081	411.4	236829.0026
OMET	120.9853	358.3	242690.8712
OMET	109.0525	370.2	241235.8614
OMET	65.9763	413.3	236588.3274
OMET	26.7499	452.5	232693.5874
OMET	19.7028	459.6	231986.2149
OMET	25.358	453.9	232578.8934
OMET	22.3407	456.9	232297.8153
OMET	111.1252	368.2	241744.4073
OMET	31.7452	447.5	233217.0729
OMET	21.6046	457.7	232190.7873
OMET	109.9058	369.4	241326.6991
OMET	85.0472	394.2	238740.5029
OMET	102.2576	377.0	240545.4207
OMET	50.0631	429.2	235012.5493
OMET	96.7529	382.5	240018.4778
OMET	94.5515	384.7	239674.7802
OMET	24.7179	454.6	232492.3568
OMET	98.071	381.2	240060.38
OMET	91.277	388.0	239357.6594
OMET	64.7424	414.5	236507.3724
OMET	57.3891	421.9	235783.5755
OMET	114.2036	365.1	241837.8671
OMET	78.9535	400.3	237944.6438
OMET	24.0494	455.2	232434.498
OMET	36.5336	442.8	233666.9016
OMET	74.0634	405.2	237434.1521
OMET	99.5952	379.7	240157.2121
OMET	133.4549	345.8	244134.8949
OMET	100.1706	379.1	240318.447
OMET	82.9464	396.3	238446.9514
OMET	79.9718	399.3	238008.4431
OMET	129.0967	350.2	243635.7866
OMET	54.0892	425.2	235377.2625
OMET	132.108	347.2	243928.7914
OMET	116.6523	362.6	242208.9996
OMET	32.2445	447.0	233283.7405
OMET	49.0797	430.2	234985.3731
OMET	49.6694	429.6	235096.0279
OMET	88.555	390.7	239040.2624
OMET	103.4321	375.9	240592.4842
OMET	125.3749	353.9	243177.3137
OMET	47.6504	431.6	234756.4842
OMET	84.461	394.8	238539.9129
OMET	53.4786	425.8	235424.5036
OMET	124.1496	355.1	243154.1827
OMET	38.1763	441.1	233934.9548
OMET	30.1472	449.1	233069.8211
OMET	72.1711	407.1	237297.1181
OMET	79.4514	399.8	238185.8511
OMET	71.2601	408.0	237368.2043
OMET	129.7626	349.5	243680.4826
OMET	104.6522	374.6	240879.9214
OMET	137.6589	341.6	244598.1498
OMET	10.5989	468.7	231139.4041
OMET	13.1861	466.1	231408.8476
OMET	73.4873	405.8	237385.2323
OMET	115.1557	364.1	241985.3241
OMET	23.4548	455.8	232422.431
OMET	129.274	350.0	243664.3129
OMET	124.2591	355.0	243176.0276
OMET	131.5506	347.7	243968.7191
OMET	57.1899	422.1	235793.1935
OMET	46.5656	432.7	234678.2368
OMET	15.0537	464.2	231578.2636
OMET	28.5656	450.7	232886.3959
OMET	98.0509	381.2	240096.7555
OMET	105.446	373.8	240929.6619
OMET	85.9464	393.3	238806.3671
OMET	136.6448	342.6	244503.5489
OMET	103.4803	375.8	240664.2352
OMET	122.0538	357.2	242888.2467
OMET	104.6347	374.7	240755.8749
OMET	98.2599	381.0	240122.9908
OMET	112.5763	366.7	241883.2115
OMET	115.744	363.5	242078.1006
OMET	25.9919	453.3	232645.1545
OMET	121.2528	358.0	242770.1131
OMET	85.7439	393.5	238934.0
OMET	55.7452	423.5	235584.6812
OMET	37.9819	441.3	233839.3266
OMET	27.7895	451.5	232803.261
OMET	34.2444	445.0	233445.0948
OMET	100.3579	378.9	240315.9379
OMET	120.456	358.8	242710.4264
OMET	111.4927	367.8	241509.1042
OMET	74.7892	404.5	237486.5604
OMET	79.8622	399.4	238141.1173
OMET	40.8818	438.4	234134.0019
OMET	106.7613	372.5	241126.3682
OMET	50.632	428.7	235034.7459
OMET	110.6656	368.6	241557.8925
OMET	38.2534	441.0	233923.4461
OMET	96.3618	382.9	240226.9634
OMET	95.8933	383.4	239809.9525
OMET	127.9567	351.3	243474.4773
OMET	69.0737	410.2	236927.4897
OMET	54.6615	424.6	235608.2487
OMET	74.0623	405.2	237475.4894
OMET	95.1693	384.1	239688.066
OMET	86.3447	392.9	239192.3102
OMET	44.5491	434.7	234526.8821
OMET	68.2556	411.0	236786.1742
OMET	110.9573	368.3	241592.5867
OMET	30.938	448.4	233119.6535
OMET	43.0455	436.2	234355.5162
OMET	106.3909	372.9	240983.2235
OMET	139.7523	339.5	244910.2172
OMET	131.1394	348.1	243898.0717
OMET	88.2564	391.0	239043.4776
OMET	92.3506	386.9	239386.6032
OMET	87.108	392.2	238821.4612
OMET	54.1877	425.1	235376.0
OMET	82.5607	396.7	238400.8792
OMET	26.0684	453.2	232645.6601
OMET	52.3441	426.9	235270.4656
OMET	90.5788	388.7	239167.7814
OMET	48.3525	430.9	234938.674
OMET	82.1514	397.1	238424.4977
OMET	23.8431	455.4	232436.6257
OMET	16.7754	462.5	231714.3966
OMET	98.2468	381.0	240349.0619
OMET	107.0756	372.2	241075.9796
OMET	138.5526	340.7	244753.9324
OMET	85.0484	394.2	238607.8761
OMET	51.3403	427.9	235204.0465
OMET	137.1526	342.1	244621.7117
OMET	17.4438	461.8	231792.3992
OMET	100.458	378.8	240212.9806
OMET	42.3238	437.0	234243.2705
OMET	29.2434	450.0	232970.2719
OMET	110.5846	368.7	241473.2471
OMET	102.1025	377.2	240405.5038
OMET	112.5055	366.8	241609.7629
OMET	39.8237	439.5	233978.7735
OMET	33.1075	446.2	233324.641
OMET	133.8682	345.4	244209.8866
OMET	35.4259	443.9	233533.6383
OMET	80.7428	398.5	238182.2002
OMET	26.8718	452.4	232751.4099
OMET	64.4604	414.8	236701.9327
OMET	67.8077	411.5	236755.6401
OMET	118.3541	360.9	242378.5924
OMET	68.943	410.3	236999.073
OMET	114.8931	364.4	241911.6052
OMET	26.5639	452.7	232686.6852
OMET	28.0862	451.2	232792.8547
OMET	104.9442	374.3	240879.986
OMET	97.1407	382.2	239807.9661
OMET	17.8482	461.4	231819.9605
OMET	120.9459	358.3	242792.7664
OMET	62.2419	417.0	236372.9974
OMET	30.1752	449.1	233047.778
OMET	20.5636	458.7	232095.2768
OMET	71.2831	408.0	237045.2099
OMET	28.6067	450.7	232880.635
OMET	69.6569	409.6	236911.0625
OMET	40.7781	438.5	234149.712
OMET	74.3446	404.9	237421.1825
OMET	104.2513	375.0	240950.2394
OMET	16.0859	463.2	231660.6676
OMET	21.3534	457.9	232205.0758
OMET	95.5672	383.7	239764.5678
OMET	51.2446	428.0	235232.7117
OMET	23.4616	455.8	232412.8608
OMET	101.2436	378.0	240222.4819
OMET	13.6722	465.6	231419.7869
OMET	54.7772	424.5	235495.773
OMET	124.8622	354.4	243133.0487
OMET	35.65	443.6	233605.7964
OMET	130.4457	348.8	243795.0143
OMET	99.7765	379.5	240282.7018
OMET	71.1471	408.1	237281.7859
OMET	116.9425	362.3	242163.9098
OMET	78.6507	400.6	237953.0334
OMET	125.7539	353.5	243254.5182
OMET	121.3596	357.9	242730.0656
OMET	134.0045	345.3	244196.5031
OMET	76.0837	403.2	237624.1721
OMET	25.9857	453.3	232660.5395
OMET	45.4707	433.8	234583.0347
OMET	81.0027	398.3	238085.9208
OMET	61.0451	418.2	236069.1916
OMET	81.8337	397.5	238277.5359
OMET	20.867	458.4	232134.1864
OMET	96.2541	383.0	239812.2441
OMET	50.5592	428.7	235074.402
OMET	123.9884	355.3	242973.5969
OMET	132.9614	346.3	244038.7355
OMET	107.5755	371.7	241226.6994
OMET	88.7477	390.5	238972.5967
OMET	17.9816	461.3	231839.612
OMET	108.1635	371.1	241100.0425
OMET	98.5469	380.7	240103.3504
OMET	84.1853	395.1	238516.4786
OMET	120.846	358.4	242642.8095
OMET	94.7041	384.6	239464.1721
OMET	14.9901	464.3	231561.0488
OMET	79.5462	399.7	238025.3816
OMET	127.6619	351.6	243454.0417
OMET	51.4438	427.8	235223.9888
OMET	73.0671	406.2	237491.0179
OMET	123.3453	355.9	242982.3199
OMET	32.8041	446.5	233280.7737
OMET	97.7443	381.5	239951.7193
OMET	47.4758	431.8	234864.202
OMET	70.2699	409.0	237064.5525
OMET	51.7854	427.5	235117.7736
OMET	101.6656	377.6	240391.1445
OMET	33.3334	446.0	233341.6796
OMET	131.3076	348.0	243862.0754
OMET	109.0453	370.2	241399.1037
OMET	100.3454	378.9	240485.5093
OMET	70.7457	408.5	237122.0469
OMET	30.0548	449.2	233042.0014
OMET	85.4503	393.8	238620.8696
OMET	44.1062	435.2	234475.9763
OMET	46.465	432.8	234624.9454
OMET	127.5677	351.7	243442.6898
OMET	105.6427	373.6	240867.1264
OMET	110.6361	368.7	241368.4189
OMET	74.553	404.7	237651.9345
OMET	20.3588	458.9	232101.293
OMET	107.7565	371.5	241154.2101
OMET	86.968	392.3	238661.497
OMET	90.8518	388.4	239270.2744
OMET	105.1078	374.2	240785.666
OMET	29.3959	449.9	232931.355
OMET	112.4883	366.8	241711.6091
OMET	82.8332	396.5	238341.5821
OMET	61.8663	417.4	236344.2253
OMET	64.4389	414.9	236429.9219
OMET	43.5369	435.8	234369.9824
OMET	77.6627	401.6	237859.6199
OMET	60.1537	419.1	236235.9146
OMET	77.6551	401.6	237859.9507
OMET	137.7737	341.5	244653.2457
OMET	18.2752	461.0	231879.3521
OMET	99.3494	379.9	240227.533
OMET	22.5442	456.7	232298.296
OMET	27.8553	451.4	232866.3684
OMET	17.2068	462.1	231763.0117
OMET	105.844	373.4	241231.9075
OMET	99.0844	380.2	240070.8278
OMET	106.3679	372.9	240984.8724
OMET	23.6473	455.6	232422.8286
OMET	36.9234	442.4	233727.055
OMET	34.8441	444.4	233530.786
OMET	94.4422	384.8	239743.5924
OMET	52.0443	427.2	235212.5075
OMET	75.8816	403.4	237539.8478
OMET	126.559	352.7	243361.3048
OMET	83.8833	395.4	238426.4414
OMET	33.8568	445.4	233442.4893
OMET	36.405	442.9	233744.0893
OMET	61.8688	417.4	236244.8912
OMET	82.0425	397.2	238360.495
OMET	28.7686	450.5	232944.7224
OMET	30.7538	448.5	233194.0947
OMET	107.8391	371.5	241129.1562
OMET	105.0611	374.2	241058.2093
OMET	26.5411	452.7	232699.7042
OMET	64.9743	414.3	236478.3919
OMET	104.803	374.5	240795.7652
OMET	50.8076	428.5	235011.4237
OMET	79.9611	399.3	238224.6173
OMET	92.1387	387.1	239770.2128
OMET	85.1538	394.1	238568.8213
OMET	94.0595	385.2	239515.067
OMET	34.6061	444.7	233485.6801
OMET	23.9265	455.4	232428.8215
OMET	78.2848	401.0	237752.8166
OMET	124.7446	354.5	243189.565
OMET	32.6501	446.6	233290.1481
OMET	65.7578	413.5	236539.0539
OMET	52.4506	426.8	235423.0265
OMET	97.0476	382.2	239958.0353
OMET	103.7613	375.5	240727.0298
OMET	56.1721	423.1	235665.1055
OMET	21.8678	457.4	232259.0775
OMET	88.9596	390.3	239073.4637
OMET	111.652	367.6	241576.358
OMET	79.4229	399.9	237987.4144
OMET	13.504	465.8	231403.9301
OMET	137.0221	342.3	244500.7539
OMET	15.5578	463.7	231627.2254
OMET	119.4072	359.9	242506.1243
OMET	46.0612	433.2	234637.165
OMET	53.0877	426.2	235308.5688
OMET	93.4457	385.8	239566.3695
OMET	31.6716	447.6	233179.8745
OMET	79.3156	400.0	237893.7826
OMET	51.9693	427.3	235185.0819
OMET	27.3873	451.9	232777.4999
OMET	117.7433	361.5	242351.3243
OMET	57.4532	421.8	235789.6778
OMET	30.3464	448.9	233090.2028
OMET	22.7424	456.5	232314.5267
OMET	48.1701	431.1	234832.2524
OMET	94.1544	385.1	239851.6804
OMET	77.1607	402.1	237569.0188
OMET	75.9483	403.3	237769.3674
OMET	72.8567	406.4	237237.2443
OMET	135.8372	343.5	244372.5386
OMET	104.0446	375.2	240689.1305
OMET	49.045	430.2	234990.5689
OMET	81.0447	398.2	238182.0815
OMET	29.5551	449.7	232985.9126
OMET	100.647	378.6	240223.4296
OMET	38.7322	440.6	233872.385
OMET	120.2503	359.0	242677.7655
OMET	129.3421	349.9	243634.4225
OMET	86.7467	392.5	239004.7352
OMET	76.6811	402.6	237663.2525
OMET	37.8497	441.4	233778.4669
OMET	110.3451	368.9	241571.1511
OMET	66.7937	412.5	236621.3127
OMET	135.2104	344.1	244320.0819
OMET	20.5527	458.7	232100.9817
OMET	98.1801	381.1	240119.3212
OMET	101.4539	377.8	240355.2627
OMET	108.4933	370.8	241283.3376
OMET	64.3978	414.9	236637.676
OMET	58.0889	421.2	235824.0832
OMET	104.8234	374.5	240770.038
OMET	92.4695	386.8	239290.1101
OMET	56.7712	422.5	235650.7315
OMET	88.2115	391.1	238914.6825
OMET	119.7651	359.5	242556.7432
OMET	79.9659	399.3	238027.3339
OMET	82.4541	396.8	238211.008
OMET	87.5414	391.7	238836.6721
OMET	50.7745	428.5	235119.2466
OMET	82.6611	396.6	238343.8643
OMET	127.0562	352.2	243408.2832
OMET	113.9226	365.4	241895.4641
OMET	66.3028	413.0	236763.4813
OMET	112.4565	366.8	241764.4954
OMET	65.1877	414.1	236530.0573
OMET	122.953	356.3	242969.6791
OMET	117.2467	362.0	242232.6954
OMET	138.665	340.6	244710.7723
OMET	130.3104	349.0	243783.557
OMET	57.8334	421.5	235700.5862
OMET	62.3736	416.9	236325.8554
OMET	33.4682	445.8	233424.1291
OMET	60.2462	419.0	235970.643
OMET	136.9486	342.3	244511.1586
OMET	36.4319	442.9	233702.793
OMET	37.152	442.1	233783.5139
OMET	60.358	418.9	236041.8596
OMET	34.6191	444.7	233481.2857
OMET	131.3416	347.9	243897.0421
OMET	63.6772	415.6	236465.7751
OMET	24.3518	454.9	232505.4954
OMET	98.9436	380.3	240215.7516
OMET	81.0638	398.2	238128.1511
OMET	73.1196	406.2	237440.7588
OMET	129.0618	350.2	243654.864
OMET	111.9651	367.3	241654.078
OMET	126.6514	352.6	243398.0718
OMET	83.8473	395.4	238507.1928
OMET	112.7949	366.5	241811.3444
OMET	20.8664	458.4	232170.0049
OMET	27.7179	451.6	232786.8929
OMET	76.7784	402.5	237679.1658
OMET	124.2683	355.0	243072.064
OMET	20.6156	458.7	232089.1299
OMET	22.1778	457.1	232269.7159
OMET	86.2424	393.0	238839.6155
OMET	126.1831	353.1	243271.2392
OMET	53.1754	426.1	235326.042
OMET	133.3542	345.9	244127.0896
OMET	61.4749	417.8	236209.6271
OMET	135.247	344.0	244358.7478
OMET	64.9425	414.3	236511.9024
OMET	95.6111	383.7	239679.4745
OMET	80.3505	398.9	238032.5632
OMET	135.4645	343.8	244351.7452
OMET	72.1007	407.2	237344.8714
OMET	66.7459	412.5	236783.8076
OMET	77.9451	401.3	237881.7696
OMET	123.4435	355.8	243033.5583
OMET	99.791	379.5	240074.9058
OMET	23.3892	455.9	232388.2133
OMET	83.1429	396.1	238293.9814
OMET	85.6637	393.6	238672.3116
OMET	28.3985	450.9	232885.9742
OMET	104.7925	374.5	240844.8147
OMET	23.9605	455.3	232451.4128
OMET	42.5575	436.7	234263.663
OMET	75.966	403.3	237754.4038
OMET	61.9282	417.4	236170.5164
OMET	104.213	375.1	240709.5516
OMET	74.4629	404.8	237388.9088
OMET	43.2573	436.0	234405.2144
OMET	38.271	441.0	233852.7957
OMET	110.7685	368.5	241469.632
OMET	58.36	420.9	235876.9807
OMET	119.7138	359.6	242471.7402
OMET	127.1471	352.1	243432.225
OMET	69.1784	410.1	236979.9062
OMET	71.2672	408.0	237240.5157
OMET	45.3649	433.9	234598.3729
OMET	14.0211	465.3	231446.1133
OMET	124.6589	354.6	243141.4602
OMET	17.4509	461.8	231783.9711
OMET	64.1225	415.2	236352.771
OMET	16.3491	462.9	231661.6386
OMET	18.1726	461.1	231876.1883
OMET	109.5022	369.8	241291.0016
OMET	99.4737	379.8	240308.6085
OMET	115.0852	364.2	241927.3061
OMET	122.8112	356.5	242876.8951
OMET	93.567	385.7	239423.3203
OMET	121.949	357.3	242767.2886
OMET	129.2808	350.0	243659.0019
OMET	114.0047	365.3	241902.8575
OMET	107.8767	371.4	241226.1319
OMET	72.6993	406.6	237343.2876
OMET	101.367	377.9	240210.5578
OMET	108.9711	370.3	241252.5283
OMET	45.5543	433.7	234560.4088
OMET	73.6876	405.6	237301.8504
OMET	123.2507	356.0	242980.5921
OMET	25.7393	453.6	232609.453
OMET	123.7429	355.5	243071.67
OMET	15.6985	463.6	231629.9748
OMET	86.4459	392.8	238711.6994
OMET	114.2695	365.0	241831.4523
OMET	117.6272	361.7	242210.2301
OMET	52.9723	426.3	235286.3277
OMET	105.0625	374.2	240957.0048
OMET	89.1776	390.1	239088.0823
OMET	92.4831	386.8	239273.9972
OMET	42.9647	436.3	234372.1188
OMET	50.2247	429.1	235017.1675
OMET	98.7405	380.6	240116.5525
OMET	135.5777	343.7	244409.9077
OMET	48.0881	431.2	234816.2434
OMET	100.5024	378.8	240136.785
OMET	84.6513	394.6	238524.4615
OMET	81.5552	397.7	238281.6706
OMET	52.1516	427.1	235352.3675
OMET	15.1888	464.1	231559.1464
OMET	91.1536	388.1	239278.9528
OMET	104.564	374.7	240815.1003
OMET	95.546	383.7	239869.9629
OMET	75.8755	403.4	237639.9968
OMET	103.1699	376.1	240632.5272
OMET	74.4536	404.8	237557.4362
OMET	75.3871	403.9	237495.5799
OMET	29.3775	449.9	233021.844
OMET	76.8676	402.4	237760.5589
OMET	65.5791	413.7	236436.6484
OMET	135.9406	343.3	244448.327
OMET	25.0508	454.2	232547.4536
OMET	23.9456	455.3	232455.3658
OMET	41.3062	438.0	234118.0293
OMET	57.5606	421.7	235697.9919
OMET	64.5159	414.8	236473.3884
OMET	85.7513	393.5	238839.9754
OMET	43.1449	436.1	234271.9778
OMET	87.8531	391.4	239192.643
OMET	66.391	412.9	236597.4602
OMET	100.8562	378.4	240450.7474
OMET	38.1888	441.1	233816.2068
OMET	107.0108	372.3	240913.2625
OMET	53.8092	425.5	235373.9673
OMET	35.8392	443.5	233591.2853
OMET	28.7814	450.5	232931.5567
OMET	110.3396	369.0	241489.7866
OMET	134.0886	345.2	244144.5871
OMET	16.7448	462.5	231741.8535
OMET	129.7435	349.5	243694.5511
OMET	126.852	352.4	243341.9897
OMET	128.563	350.7	243541.4932
OMET	128.0298	351.3	243472.3964
OMET	124.0532	355.2	243043.3894
OMET	133.6328	345.7	244122.672
OMET	132.5641	346.7	243970.3953
OMET	20.5184	458.8	232116.721
OMET	109.3589	369.9	241372.9465
OMET	122.0578	357.2	242829.2145
OMET	114.4659	364.8	241918.4049
OMET	113.333	366.0	241627.6457
OMET	103.562	375.7	240637.1875
OMET	102.3839	376.9	240586.8815
OMET	126.0555	353.2	243267.8644
OMET	37.7492	441.5	233829.9372
OMET	27.2441	452.0	232782.6818
OMET	123.435	355.9	242929.5265
OMET	112.2558	367.0	241687.844
OMET	30.7825	448.5	233105.6337
OMET	22.2269	457.1	232254.5201
OMET	47.4203	431.9	234810.0799
OMET	75.6965	403.6	237475.6393
OMET	131.5956	347.7	243885.7085
OMET	78.4594	400.8	237978.7642
OMET	68.6587	410.6	236856.9692
OMET	108.3671	370.9	241310.4358
OMET	30.644	448.6	233115.9119
OMET	103.7936	375.5	240692.77
OMET	61.2031	418.1	236082.9726
OMET	132.1807	347.1	243939.446
OMET	65.3559	413.9	236476.3242
OMET	70.5485	408.7	237140.9914
OMET	74.7435	404.5	237808.895
OMET	106.9731	372.3	241095.9371
OMET	33.6752	445.6	233379.8853
OMET	69.3235	410.0	236914.8979
OMET	94.5887	384.7	239566.7336
OMET	76.1576	403.1	237647.2187
OMET	24.5588	454.7	232533.9037
OMET	16.8548	462.4	231750.3763
OMET	92.0595	387.2	239425.7922
OMET	46.8705	432.4	234681.1828
OMET	48.7266	430.6	234924.2895
OMET	36.4451	442.8	233690.6807
OMET	113.6828	365.6	241700.9971
OMET	63.5646	415.7	236346.9606
OMET	120.3203	359.0	242660.936
OMET	104.4541	374.8	240774.9229
OMET	114.4055	364.9	241968.7787
OMET	50.4753	428.8	235062.151
OMET	91.6441	387.6	239246.1884
OMET	78.8202	400.5	238035.7398
OMET	90.392	388.9	239153.0495
OMET	64.0587	415.2	236404.6235
OMET	19.2462	460.0	231955.5351
OMET	72.7576	406.5	237412.1839
OMET	98.6512	380.6	240150.8274
OMET	134.8116	344.5	244233.8466
OMET	16.1196	463.2	231657.4368
OMET	110.5587	368.7	241543.2568
OMET	125.8425	353.4	243246.7307
OMET	81.7632	397.5	238425.2677
OMET	21.4395	457.9	232162.7111
OMET	128.845	350.4	243564.7598
OMET	23.5811	455.7	232396.6009
OMET	19.8447	459.4	232049.7346
OMET	106.5481	372.7	241122.4634
OMET	104.6634	374.6	240786.1
OMET	130.7677	348.5	243788.0736
OMET	16.9709	462.3	231745.5368
OMET	69.3667	409.9	236907.2263
OMET	133.094	346.2	244067.9584
OMET	89.291	390.0	239068.539
OMET	102.1454	377.1	240418.7726
OMET	118.7613	360.5	242447.5666
OMET	129.3753	349.9	243630.5516
OMET	81.1857	398.1	238325.9958
OMET	90.947	388.3	239172.4541
OMET	119.7784	359.5	242480.7426
OMET	88.0741	391.2	238850.0248
OMET	77.7443	401.5	237881.6503
OMET	99.9916	379.3	240246.2661
OMET	94.3412	384.9	239613.6061
OMET	117.844	361.4	242325.3312
OMET	18.579	460.7	231904.2283
OMET	52.2486	427.0	235208.5862
OMET	103.651	375.6	240724.941
OMET	97.251	382.0	240131.9408
OMET	87.3783	391.9	238898.3182
OMET	95.2859	384.0	239897.4875
OMET	36.5582	442.7	233691.5778
OMET	31.2334	448.1	233171.2784
OMET	127.1589	352.1	243366.8667
OMET	132.4878	346.8	243989.407
OMET	122.9625	356.3	242933.5557
OMET	47.1559	432.1	234797.9229
OMET	93.152	386.1	239479.1904
OMET	105.3442	373.9	240926.2975
OMET	107.7522	371.5	241168.9933
OMET	22.8881	456.4	232318.7719
OMET	110.4483	368.8	241544.7348
OMET	70.9972	408.3	237025.0818
OMET	70.1561	409.1	237001.828
OMET	84.9143	394.4	238595.5094
OMET	57.3852	421.9	235808.2467
OMET	130.1292	349.2	243723.3077
