config	inst	time	count	rfsz	best	spr	hv	gd	
nsga150k2xse	I5	624460	88	1258	0.0183	0.4274	0.3487	0.0003	
nsga150k2xse	I5	621946	88	1258	0.0143	0.4312	0.3476	0.0003	
nsga150k2xse	I5	619551	88	1258	0.0183	0.4393	0.3484	0.0003	
nsga150k2xse	I5	623820	88	1258	0.0175	0.3834	0.3479	0.0003	
nsga150k2xse	I5	624507	88	1258	0.0159	0.4309	0.3477	0.0003	
nsga150k2xse	I5	621399	88	1258	0.0207	0.4137	0.3476	0.0003	
nsga150k2xse	I5	622991	88	1258	0.0191	0.4635	0.3490	0.0003	
nsga150k2xse	I5	625128	88	1258	0.0143	0.4870	0.3475	0.0003	
nsga150k2xse	I5	620356	88	1258	0.0167	0.4320	0.3477	0.0003	
nsga150k2xse	I5	622253	88	1258	0.0151	0.3741	0.3492	0.0003	
nsga150k2xse	I5	625553	88	1258	0.0199	0.4712	0.3487	0.0003	
nsga150k2xse	I5	620671	88	1258	0.0215	0.4444	0.3478	0.0003	
nsga150k2xse	I5	619816	88	1258	0.0199	0.3908	0.3489	0.0003	
nsga150k2xse	I5	623524	88	1258	0.0286	0.4718	0.3488	0.0002	
nsga150k2xse	I5	624023	88	1258	0.0191	0.4389	0.3493	0.0003	
nsga150k2xse	I5	622122	88	1258	0.0135	0.4297	0.3475	0.0003	
nsga150k2xse	I5	617851	88	1258	0.0159	0.4720	0.3477	0.0003	
nsga150k2xse	I5	623675	88	1258	0.0175	0.4497	0.3482	0.0003	
nsga150k2xse	I5	621792	88	1258	0.0175	0.3900	0.3473	0.0003	
nsga150k2xse	I5	624767	88	1258	0.0151	0.4908	0.3483	0.0003	
nsga150k2xse	I5	622372	88	1258	0.0183	0.4726	0.3478	0.0003	
nsga150k2xse	I5	621662	88	1258	0.0167	0.4637	0.3467	0.0004	
nsga150k2xse	I5	625372	88	1258	0.0151	0.4618	0.3478	0.0003	
nsga150k2xse	I5	623806	88	1258	0.0254	0.4581	0.3464	0.0003	
nsga150k2xse	I5	621898	88	1258	0.0223	0.4353	0.3484	0.0003	
nsga150k2xse	I5	621124	88	1258	0.0167	0.5020	0.3478	0.0004	
nsga150k2xse	I5	621803	88	1258	0.0151	0.4364	0.3487	0.0003	
nsga150k2xse	I5	623892	88	1258	0.0254	0.4383	0.3491	0.0003	
nsga150k2xse	I5	622933	88	1258	0.0238	0.4805	0.3479	0.0002	
nsga150k2xse	I5	622826	88	1258	0.0191	0.4348	0.3490	0.0004	
nsga150k2xse	I5	622619	88	1258	0.0175	0.4452	0.3493	0.0003	
nsga150k2xse	I5	623003	88	1258	0.0159	0.4646	0.3472	0.0003	
nsga150k2xse	I5	625093	88	1258	0.0215	0.4402	0.3490	0.0003	
nsga150k2xse	I5	621473	88	1258	0.0215	0.4537	0.3472	0.0003	
nsga150k2xse	I5	622996	88	1258	0.0207	0.4887	0.3484	0.0002	
nsga150k2xse	I5	624102	88	1258	0.0254	0.4364	0.3480	0.0003	
nsga150k2xse	I5	622667	88	1258	0.0175	0.4690	0.3480	0.0003	
nsga150k2xse	I5	623530	88	1258	0.0286	0.4794	0.3482	0.0003	
nsga150k2xse	I5	624983	88	1258	0.0231	0.4065	0.3488	0.0003	
nsga150k2xse	I5	621423	88	1258	0.0191	0.4221	0.3475	0.0003	
nsga150k2xse	I5	621788	88	1258	0.0151	0.4513	0.3480	0.0003	
nsga150k2xse	I5	621730	88	1258	0.0191	0.4366	0.3488	0.0003	
nsga150k2xse	I5	625835	88	1258	0.0278	0.4585	0.3502	0.0003	
nsga150k2xse	I5	622554	88	1258	0.0199	0.4635	0.3477	0.0003	
