config	inst	time	count	best	spr	hv	gd	
nsga150k4x	I1	3662218	139	0.0152	0.6101	0.5050	0.0025	
nsga150k4x	I1	2958950	139	0.0253	0.6375	0.5093	0.0025	
nsga150k4x	I1	2809879	139	0.0202	0.6031	0.5105	0.0022	
nsga150k4x	I1	2790528	153	0.0152	0.6222	0.5037	0.0023	
nsga150k4x	I1	2789634	146	0.0152	0.5636	0.5033	0.0025	
nsga150k4x	I1	2790481	128	0.0354	0.6611	0.5099	0.0025	
nsga150k4x	I1	2789246	142	0.0253	0.6331	0.5062	0.0025	
nsga150k4x	I1	2802998	137	0.0303	0.6742	0.5082	0.0024	
nsga150k4x	I1	2796328	146	0.0202	0.6156	0.5063	0.0024	
nsga150k4x	I1	2788484	143	0.0253	0.5884	0.5071	0.0024	
nsga150k4x	I1	2794202	139	0.0303	0.6879	0.5158	0.0020	
nsga150k4x	I1	2792168	127	0.0152	0.6606	0.5106	0.0026	
nsga150k4x	I1	2788248	127	0.0152	0.7093	0.5131	0.0023	
nsga150k4x	I1	2795883	145	0.0000	0.6173	0.5068	0.0022	
nsga150k4x	I1	2786607	135	0.0202	0.5596	0.5080	0.0023	
nsga150k4x	I1	2795698	131	0.0202	0.5926	0.5105	0.0020	
nsga150k4x	I1	2803470	136	0.0101	0.5950	0.5112	0.0022	
nsga150k4x	I1	2785306	147	0.0152	0.6054	0.5005	0.0025	
nsga150k4x	I1	2787489	144	0.0202	0.6839	0.5079	0.0026	
nsga150k4x	I1	2796823	151	0.0051	0.6868	0.5017	0.0028	
nsga150k4x	I1	2788586	155	0.0051	0.6164	0.4990	0.0028	
nsga150k4x	I1	2794791	135	0.0253	0.6054	0.5091	0.0024	
nsga150k4x	I1	2790367	129	0.0152	0.5960	0.5119	0.0024	
nsga150k4x	I1	2795476	128	0.0354	0.6439	0.5120	0.0024	
nsga150k4x	I1	2788860	144	0.0202	0.6297	0.5089	0.0024	
nsga150k4x	I1	2793200	125	0.0101	0.6477	0.5069	0.0024	
nsga150k4x	I1	2788256	142	0.0152	0.6941	0.5020	0.0025	
nsga150k4x	I1	2782147	148	0.0101	0.6403	0.5010	0.0026	
nsga150k4x	I1	2922789	137	0.0354	0.5920	0.5145	0.0021	
nsga150k4x	I1	2841466	140	0.0303	0.5779	0.5067	0.0024	
nsga150k4x	I2	4275829	87	0.0174	0.6932	0.4828	0.0057	
nsga150k4x	I2	4216440	95	0.0261	0.6795	0.4859	0.0054	
nsga150k4x	I2	4199605	84	0.0087	0.6237	0.4858	0.0051	
nsga150k4x	I2	4210673	97	0.0174	0.7371	0.4829	0.0055	
nsga150k4x	I2	4207806	85	0.0174	0.7263	0.4789	0.0057	
nsga150k4x	I2	4213960	94	0.0174	0.6492	0.4869	0.0051	
nsga150k4x	I2	4206398	84	0.0435	0.6667	0.4919	0.0053	
nsga150k4x	I2	4260419	88	0.0087	0.5796	0.4939	0.0050	
nsga150k4x	I2	4305829	81	0.0087	0.6883	0.4876	0.0056	
nsga150k4x	I2	4316819	96	0.0087	0.6720	0.4822	0.0057	
nsga150k4x	I2	4310454	100	0.0000	0.7541	0.4783	0.0058	
nsga150k4x	I2	4312302	74	0.0174	0.6833	0.4965	0.0049	
nsga150k4x	I2	4304083	80	0.0348	0.6447	0.4999	0.0044	
nsga150k4x	I2	4314104	83	0.0000	0.6225	0.4853	0.0051	
nsga150k4x	I2	4309053	92	0.0261	0.7228	0.4944	0.0052	
nsga150k4x	I2	4300265	87	0.0348	0.5916	0.4912	0.0049	
nsga150k4x	I2	4303621	92	0.0435	0.6876	0.4870	0.0057	
nsga150k4x	I2	4214662	82	0.0261	0.6767	0.4897	0.0050	
nsga150k4x	I2	4095008	88	0.0000	0.5810	0.4854	0.0051	
nsga150k4x	I2	4100816	78	0.0174	0.6223	0.4863	0.0055	
nsga150k4x	I2	4105218	82	0.0261	0.6410	0.4974	0.0047	
nsga150k4x	I2	4099426	80	0.0522	0.6942	0.4956	0.0050	
nsga150k4x	I2	4105941	71	0.0174	0.5522	0.4926	0.0050	
nsga150k4x	I2	4107421	64	0.0087	0.6197	0.4889	0.0059	
nsga150k4x	I2	4111939	80	0.0087	0.6091	0.4852	0.0053	
nsga150k4x	I2	3881305	89	0.0087	0.6193	0.4856	0.0053	
nsga150k4x	I2	3283006	85	0.0435	0.6484	0.4921	0.0052	
nsga150k4x	I2	3287218	91	0.0174	0.6438	0.4846	0.0058	
nsga150k4x	I2	3283485	72	0.0348	0.7389	0.5018	0.0059	
nsga150k4x	I2	3285416	91	0.0174	0.6682	0.4821	0.0056	
nsga150k4x	I2	3288284	80	0.0174	0.7166	0.4862	0.0058	
nsga150k4x	I2	3285698	80	0.0174	0.7193	0.4935	0.0062	
nsga150k4x	I2	3287708	91	0.0174	0.6195	0.4895	0.0052	
nsga150k4x	I2	3287252	74	0.0261	0.5843	0.4943	0.0052	
nsga150k4x	I2	3284346	89	0.0261	0.7258	0.4980	0.0053	
nsga150k4x	I2	3280510	92	0.0435	0.7659	0.4883	0.0049	
nsga150k4x	I2	3282945	96	0.0000	0.6977	0.4725	0.0063	
nsga150k4x	I2	3285537	85	0.0087	0.6063	0.4825	0.0054	
nsga150k4x	I2	3280864	89	0.0174	0.6184	0.4897	0.0063	
nsga150k4x	I2	3284610	87	0.0348	0.6723	0.4868	0.0055	
nsga150k4x	I2	3284308	88	0.0261	0.6680	0.4822	0.0061	
nsga150k4x	I2	3286446	91	0.0174	0.6234	0.4885	0.0054	
nsga150k4x	I2	3286411	69	0.0348	0.5909	0.4926	0.0056	
nsga150k4x	I2	3294151	88	0.0000	0.7370	0.4841	0.0062	
nsga150k4x	I2	3290740	72	0.0261	0.6180	0.4934	0.0052	
nsga150k4x	I2	3285589	89	0.0000	0.7086	0.4871	0.0052	
nsga150k4x	I2	3281556	80	0.0348	0.6996	0.4956	0.0050	
nsga150k4x	I2	3286221	73	0.0174	0.6284	0.4881	0.0052	
nsga150k4x	I2	3278744	90	0.0087	0.7080	0.4887	0.0055	
nsga150k4x	I2	3417786	84	0.0174	0.6612	0.4822	0.0069	
nsga150k4x	I3	3149760	113	0.0233	0.5885	0.4530	0.0041	
nsga150k4x	I3	3075662	116	0.0233	0.5458	0.4487	0.0041	
nsga150k4x	I3	3058340	110	0.0326	0.6994	0.4563	0.0049	
nsga150k4x	I3	3068954	104	0.0419	0.6020	0.4593	0.0043	
nsga150k4x	I3	3082473	117	0.0465	0.6719	0.4604	0.0046	
nsga150k4x	I3	3056658	117	0.0186	0.6556	0.4501	0.0046	
nsga150k4x	I3	3094349	115	0.0279	0.6706	0.4552	0.0060	
nsga150k4x	I3	3064439	136	0.0047	0.6469	0.4379	0.0047	
nsga150k4x	I3	3056540	122	0.0233	0.6527	0.4526	0.0042	
nsga150k4x	I3	3069724	125	0.0186	0.6781	0.4521	0.0052	
nsga150k4x	I3	3061757	112	0.0512	0.8109	0.4547	0.0106	
nsga150k4x	I3	3073076	133	0.0326	0.6905	0.4440	0.0056	
nsga150k4x	I3	3069154	127	0.0093	0.6874	0.4529	0.0046	
nsga150k4x	I3	3072619	115	0.0093	0.6201	0.4558	0.0040	
nsga150k4x	I3	3074435	105	0.0186	0.6229	0.4572	0.0049	
nsga150k4x	I3	3077477	106	0.0419	0.6478	0.4628	0.0044	
nsga150k4x	I3	3075387	119	0.0279	0.5791	0.4494	0.0047	
nsga150k4x	I3	3078811	121	0.0093	0.6530	0.4575	0.0034	
nsga150k4x	I3	3073285	108	0.0093	0.6285	0.4538	0.0047	
nsga150k4x	I3	3075047	109	0.0326	0.6636	0.4596	0.0040	
nsga150k4x	I3	3076752	128	0.0093	0.7042	0.4406	0.0047	
nsga150k4x	I3	3073202	112	0.0140	0.6571	0.4592	0.0041	
nsga150k4x	I3	3080444	107	0.0140	0.6389	0.4491	0.0045	
nsga150k4x	I3	3085068	101	0.0279	0.6523	0.4657	0.0044	
nsga150k4x	I3	3377221	122	0.0279	0.6507	0.4524	0.0040	
nsga150k4x	I3	3433817	113	0.0140	0.6560	0.4506	0.0047	
nsga150k4x	I3	3064994	122	0.0140	0.7486	0.4448	0.0063	
nsga150k4x	I3	3069920	116	0.0233	0.6203	0.4537	0.0043	
nsga150k4x	I3	3068661	128	0.0186	0.5847	0.4470	0.0042	
nsga150k4x	I3	3077426	131	0.0093	0.6472	0.4374	0.0049	
nsga150k4x	I3	3078593	122	0.0047	0.6504	0.4557	0.0042	
nsga150k4x	I3	3083887	118	0.0093	0.6875	0.4494	0.0047	
nsga150k4x	I3	3064117	102	0.0140	0.5959	0.4535	0.0046	
nsga150k4x	I3	3073162	124	0.0093	0.6574	0.4545	0.0059	
nsga150k4x	I3	3076137	117	0.0000	0.7106	0.4409	0.0053	
nsga150k4x	I3	3079552	124	0.0047	0.6660	0.4446	0.0048	
nsga150k4x	I3	3061885	111	0.0186	0.7471	0.4532	0.0052	
nsga150k4x	I3	3067376	113	0.0140	0.6312	0.4476	0.0048	
nsga150k4x	I3	3074883	126	0.0233	0.7884	0.4511	0.0080	
nsga150k4x	I3	3077684	130	0.0326	0.9725	0.4639	0.0172	
nsga150k4x	I3	3058384	127	0.0186	0.6730	0.4558	0.0047	
nsga150k4x	I3	3063443	114	0.0279	0.6096	0.4564	0.0042	
nsga150k4x	I3	3073676	119	0.0140	0.6813	0.4513	0.0047	
nsga150k4x	I3	3065280	136	0.0047	0.7275	0.4349	0.0057	
nsga150k4x	I3	3078701	118	0.0140	0.6754	0.4616	0.0039	
nsga150k4x	I3	3051971	137	0.0326	0.7426	0.4404	0.0073	
nsga150k4x	I3	3066716	111	0.0326	0.6883	0.4564	0.0047	
nsga150k4x	I3	3071376	106	0.0093	0.5921	0.4515	0.0048	
nsga150k4x	I3	3068646	123	0.0093	0.6902	0.4451	0.0051	
nsga150k4x	I3	3057839	141	0.0326	0.6358	0.4562	0.0042	
nsga150k4x	I4	1578975	201	0.0105	0.5927	0.4880	0.0018	
nsga150k4x	I4	1532491	180	0.0175	0.5677	0.4925	0.0015	
nsga150k4x	I4	1528432	169	0.0175	0.5871	0.4888	0.0021	
nsga150k4x	I4	1526255	178	0.0070	0.5681	0.4860	0.0018	
nsga150k4x	I4	1529496	182	0.0105	0.5966	0.4904	0.0016	
nsga150k4x	I4	1528770	176	0.0210	0.6049	0.4923	0.0015	
nsga150k4x	I4	1529916	195	0.0105	0.5905	0.4896	0.0016	
nsga150k4x	I4	1530242	191	0.0315	0.6237	0.4930	0.0015	
nsga150k4x	I4	1530210	180	0.0245	0.5998	0.4904	0.0015	
nsga150k4x	I4	1523332	202	0.0280	0.5330	0.4883	0.0016	
nsga150k4x	I4	1527087	194	0.0280	0.6313	0.4935	0.0014	
nsga150k4x	I4	1532554	174	0.0315	0.6280	0.4909	0.0018	
nsga150k4x	I4	1526883	202	0.0140	0.5832	0.4883	0.0017	
nsga150k4x	I4	1533460	198	0.0105	0.6124	0.4843	0.0019	
nsga150k4x	I4	1532210	183	0.0350	0.6188	0.4928	0.0016	
nsga150k4x	I4	1525637	176	0.0245	0.5792	0.4951	0.0017	
nsga150k4x	I4	1521841	184	0.0105	0.6204	0.4886	0.0018	
nsga150k4x	I4	1525210	199	0.0000	0.6815	0.4874	0.0018	
nsga150k4x	I4	1526102	179	0.0175	0.6085	0.4894	0.0018	
nsga150k4x	I4	1532794	176	0.0140	0.6047	0.4925	0.0014	
nsga150k4x	I4	1503736	205	0.0105	0.5819	0.4874	0.0018	
nsga150k4x	I4	1478750	197	0.0105	0.6054	0.4901	0.0018	
nsga150k4x	I4	1478021	167	0.0490	0.5953	0.4943	0.0013	
nsga150k4x	I4	1477920	179	0.0490	0.5634	0.4941	0.0014	
nsga150k4x	I4	1479094	180	0.0140	0.6138	0.4902	0.0016	
nsga150k4x	I4	1482093	170	0.0210	0.6268	0.4941	0.0015	
nsga150k4x	I4	1477344	195	0.0105	0.6865	0.4862	0.0019	
nsga150k4x	I4	1484152	185	0.0245	0.5876	0.4939	0.0015	
nsga150k4x	I4	1483108	186	0.0140	0.6176	0.4907	0.0017	
nsga150k4x	I4	1479176	190	0.0315	0.6005	0.4917	0.0014	
nsga150k4x	I4	1484430	189	0.0070	0.5883	0.4838	0.0021	
nsga150k4x	I4	1483918	180	0.0315	0.6349	0.4921	0.0017	
nsga150k4x	I4	1487718	182	0.0000	0.6034	0.4869	0.0017	
nsga150k4x	I4	1478348	174	0.0140	0.5642	0.4913	0.0014	
nsga150k4x	I4	1484365	194	0.0105	0.6542	0.4890	0.0018	
nsga150k4x	I4	1482068	201	0.0385	0.6092	0.4944	0.0013	
nsga150k4x	I4	1479932	194	0.0175	0.6084	0.4904	0.0017	
nsga150k4x	I4	1481061	190	0.0210	0.6127	0.4912	0.0019	
nsga150k4x	I4	1486907	183	0.0140	0.5651	0.4922	0.0015	
nsga150k4x	I4	1479758	176	0.0280	0.5889	0.4894	0.0018	
nsga150k4x	I4	1481935	180	0.0035	0.6175	0.4871	0.0018	
nsga150k4x	I4	1482393	178	0.0175	0.6246	0.4888	0.0017	
nsga150k4x	I4	1478542	177	0.0210	0.6441	0.4928	0.0017	
nsga150k4x	I4	1479700	174	0.0594	0.6294	0.4962	0.0014	
nsga150k4x	I4	1479805	183	0.0070	0.5725	0.4879	0.0017	
nsga150k4x	I4	1482915	198	0.0105	0.5949	0.4874	0.0018	
nsga150k4x	I4	1476731	172	0.0315	0.5786	0.4909	0.0015	
nsga150k4x	I4	1482626	172	0.0315	0.6149	0.4925	0.0015	
nsga150k4x	I4	1479062	186	0.0210	0.6435	0.4925	0.0018	
nsga150k4x	I4	1483960	176	0.0175	0.6475	0.4890	0.0017	
nsga150k4x	I5	666185	145	0.0463	0.6011	0.4986	0.0017	
nsga150k4x	I5	667199	156	0.0232	0.5740	0.4942	0.0017	
nsga150k4x	I5	666191	146	0.0193	0.5817	0.4951	0.0018	
nsga150k4x	I5	667151	167	0.0039	0.5912	0.4895	0.0020	
nsga150k4x	I5	665726	160	0.0734	0.5972	0.4960	0.0018	
nsga150k4x	I5	666050	159	0.0463	0.5835	0.4946	0.0016	
nsga150k4x	I5	667147	165	0.0039	0.6054	0.4917	0.0021	
nsga150k4x	I5	667779	154	0.0154	0.5334	0.4949	0.0019	
nsga150k4x	I5	667672	169	0.0232	0.5871	0.4950	0.0016	
nsga150k4x	I5	666980	150	0.0077	0.5603	0.4912	0.0020	
nsga150k4x	I5	665046	157	0.0193	0.5978	0.4945	0.0019	
nsga150k4x	I5	665912	162	0.0270	0.6100	0.4948	0.0017	
nsga150k4x	I5	665442	135	0.0193	0.5409	0.4922	0.0021	
nsga150k4x	I5	667054	156	0.0154	0.5863	0.4935	0.0021	
nsga150k4x	I5	667855	155	0.0039	0.5891	0.4862	0.0024	
nsga150k4x	I5	669242	152	0.0154	0.5961	0.4944	0.0019	
nsga150k4x	I5	669474	162	0.0077	0.6590	0.4908	0.0020	
nsga150k4x	I5	668804	170	0.0270	0.6108	0.4985	0.0016	
nsga150k4x	I5	666813	157	0.0232	0.5371	0.4946	0.0022	
nsga150k4x	I5	668378	141	0.0154	0.6129	0.4933	0.0020	
nsga150k4x	I5	666884	157	0.0154	0.6140	0.4940	0.0023	
nsga150k4x	I5	669678	150	0.0154	0.5917	0.4939	0.0019	
nsga150k4x	I5	667243	176	0.0154	0.6057	0.4894	0.0022	
nsga150k4x	I5	669121	165	0.0077	0.5746	0.4922	0.0018	
nsga150k4x	I5	668381	139	0.0154	0.5746	0.4937	0.0020	
nsga150k4x	I5	666004	162	0.0193	0.5943	0.4940	0.0018	
nsga150k4x	I5	669970	158	0.0077	0.5541	0.4873	0.0023	
nsga150k4x	I5	669176	175	0.0077	0.5754	0.4929	0.0018	
nsga150k4x	I5	669718	153	0.0309	0.5610	0.4957	0.0020	
nsga150k4x	I5	668608	158	0.0154	0.6059	0.4936	0.0018	
nsga150k4x	I5	667786	148	0.0618	0.5885	0.4969	0.0019	
nsga150k4x	I5	668365	159	0.0193	0.6245	0.4910	0.0020	
nsga150k4x	I5	668080	160	0.0502	0.5848	0.4997	0.0016	
nsga150k4x	I5	666591	150	0.0116	0.6276	0.4906	0.0025	
nsga150k4x	I5	667780	174	0.0077	0.6619	0.4930	0.0020	
nsga150k4x	I5	668750	153	0.0154	0.5932	0.4906	0.0022	
nsga150k4x	I5	669064	156	0.0116	0.6057	0.4952	0.0019	
nsga150k4x	I5	667042	161	0.0193	0.5461	0.4958	0.0017	
nsga150k4x	I5	670161	146	0.0039	0.6036	0.4915	0.0022	
nsga150k4x	I5	669370	148	0.0154	0.5760	0.4936	0.0019	
nsga150k4x	I5	669056	155	0.0386	0.5691	0.4974	0.0015	
nsga150k4x	I5	669283	145	0.0116	0.5741	0.4902	0.0022	
nsga150k4x	I5	666868	148	0.0193	0.5640	0.4929	0.0021	
nsga150k4x	I5	667911	144	0.0232	0.5436	0.4973	0.0017	
nsga150k4x	I5	666378	160	0.0116	0.5305	0.4880	0.0022	
nsga150k4x	I5	667215	160	0.0039	0.5892	0.4931	0.0020	
nsga150k4x	I5	669489	150	0.0039	0.6489	0.4895	0.0024	
nsga150k4x	I5	670003	162	0.0193	0.5363	0.4941	0.0020	
nsga150k4x	I5	668146	160	0.0232	0.5843	0.4945	0.0020	
nsga150k4x	I5	668759	149	0.0425	0.5604	0.4988	0.0018	
nsga150k8x	I0	916411	104	0.0263	0.5907	0.4471	0.0039	
nsga150k8x	I0	672797	108	0.0421	0.6131	0.4495	0.0044	
nsga150k8x	I0	637702	97	0.0211	0.6559	0.4561	0.0073	
nsga150k8x	I0	625238	110	0.0263	0.6405	0.4527	0.0036	
nsga150k8x	I0	624337	105	0.0158	0.7288	0.4541	0.0073	
nsga150k8x	I0	623015	111	0.0421	0.6936	0.4500	0.0048	
nsga150k8x	I0	624330	115	0.0000	0.6311	0.4423	0.0041	
nsga150k8x	I0	637336	115	0.0211	0.7390	0.4479	0.0058	
nsga150k8x	I0	643294	112	0.0000	0.5816	0.4429	0.0038	
nsga150k8x	I0	624534	105	0.0368	0.5971	0.4524	0.0043	
nsga150k8x	I0	626421	112	0.0105	0.6263	0.4482	0.0049	
nsga150k8x	I0	623945	112	0.0105	0.7332	0.4485	0.0062	
nsga150k8x	I0	624770	113	0.0105	0.7150	0.4432	0.0052	
nsga150k8x	I0	625204	105	0.0421	0.6097	0.4561	0.0037	
nsga150k8x	I0	625948	118	0.0105	0.6289	0.4414	0.0042	
nsga150k8x	I0	626324	103	0.0053	0.6380	0.4452	0.0040	
nsga150k8x	I0	623301	126	0.0158	0.6208	0.4429	0.0044	
nsga150k8x	I0	624171	103	0.0211	0.6403	0.4516	0.0040	
nsga150k8x	I0	623868	102	0.0316	0.7051	0.4503	0.0052	
nsga150k8x	I0	626232	108	0.0263	0.7257	0.4459	0.0067	
nsga150k8x	I0	639753	106	0.0158	0.6346	0.4474	0.0036	
nsga150k8x	I0	644209	126	0.0211	0.6603	0.4474	0.0033	
nsga150k8x	I0	629063	104	0.0158	0.5786	0.4452	0.0040	
nsga150k8x	I0	624876	117	0.0316	0.6728	0.4484	0.0047	
nsga150k8x	I0	623720	122	0.0053	0.6733	0.4443	0.0045	
nsga150k8x	I0	625959	111	0.0105	0.6911	0.4450	0.0045	
nsga150k8x	I0	624675	111	0.0158	0.6782	0.4463	0.0047	
nsga150k8x	I0	624808	105	0.0263	0.6429	0.4494	0.0041	
nsga150k8x	I0	623932	119	0.0053	0.7439	0.4443	0.0053	
nsga150k8x	I0	624359	109	0.0526	0.6219	0.4581	0.0033	
nsga150k8x	I0	623395	111	0.0263	0.5715	0.4465	0.0048	
nsga150k8x	I0	624559	111	0.0263	0.6648	0.4476	0.0040	
nsga150k8x	I0	623632	103	0.0263	0.6236	0.4495	0.0052	
nsga150k8x	I0	624132	113	0.0158	0.6323	0.4503	0.0037	
nsga150k8x	I0	624906	103	0.0158	0.6451	0.4490	0.0041	
nsga150k8x	I0	625844	116	0.0158	0.6888	0.4450	0.0050	
nsga150k8x	I0	625590	98	0.0158	0.5876	0.4503	0.0036	
nsga150k8x	I0	623243	108	0.0316	0.5753	0.4514	0.0031	
nsga150k8x	I0	622716	106	0.0158	0.6235	0.4448	0.0048	
nsga150k8x	I0	626847	109	0.0158	0.6458	0.4444	0.0045	
nsga150k8x	I0	623181	112	0.0158	0.7552	0.4432	0.0094	
nsga150k8x	I0	623963	120	0.0105	0.6842	0.4413	0.0047	
nsga150k8x	I0	624274	102	0.0158	0.6464	0.4477	0.0043	
nsga150k8x	I0	624325	112	0.0158	0.6186	0.4512	0.0035	
nsga150k8x	I0	621900	110	0.0211	0.6491	0.4474	0.0041	
nsga150k8x	I0	625455	105	0.0211	0.6413	0.4554	0.0064	
nsga150k8x	I0	624659	117	0.0105	0.6345	0.4432	0.0041	
nsga150k8x	I0	622459	109	0.0105	0.6253	0.4467	0.0039	
nsga150k8x	I0	625001	106	0.0368	0.7680	0.4488	0.0054	
nsga150k8x	I0	624387	112	0.0211	0.7205	0.4468	0.0067	
nsga150k8x	I1	3643356	119	0.0220	0.6177	0.5136	0.0026	
nsga150k8x	I1	3627553	127	0.0110	0.6419	0.5044	0.0029	
nsga150k8x	I1	3647293	123	0.0165	0.6408	0.5055	0.0028	
nsga150k8x	I1	3641950	125	0.0220	0.6456	0.5132	0.0025	
nsga150k8x	I1	3633242	140	0.0165	0.6826	0.5058	0.0027	
nsga150k8x	I1	3634628	126	0.0330	0.6028	0.5074	0.0027	
nsga150k8x	I1	3635231	116	0.0385	0.6045	0.5091	0.0029	
nsga150k8x	I1	3633410	126	0.0055	0.6119	0.5026	0.0031	
nsga150k8x	I1	3636983	129	0.0220	0.6425	0.5078	0.0029	
nsga150k8x	I1	3632782	119	0.0714	0.6125	0.5131	0.0031	
nsga150k8x	I1	3635735	118	0.0220	0.7386	0.5078	0.0031	
nsga150k8x	I1	3636509	131	0.0220	0.6097	0.5070	0.0028	
nsga150k8x	I1	3633776	127	0.0220	0.6299	0.5061	0.0030	
nsga150k8x	I1	3635568	126	0.0110	0.6002	0.5063	0.0028	
nsga150k8x	I1	3621692	144	0.0055	0.6458	0.5064	0.0028	
nsga150k8x	I1	3647388	153	0.0110	0.7224	0.5052	0.0034	
nsga150k8x	I1	3616615	133	0.0220	0.6492	0.5134	0.0026	
nsga150k8x	I1	3630765	108	0.0220	0.5954	0.5080	0.0028	
nsga150k8x	I1	3628097	137	0.0165	0.6878	0.5092	0.0027	
nsga150k8x	I1	3619711	142	0.0055	0.5729	0.5031	0.0031	
nsga150k8x	I1	3624895	133	0.0110	0.6487	0.5042	0.0028	
nsga150k8x	I1	3074398	135	0.0220	0.5366	0.5043	0.0028	
nsga150k8x	I1	2832928	134	0.0110	0.5842	0.5023	0.0030	
nsga150k8x	I1	2831496	126	0.0165	0.6831	0.5020	0.0032	
nsga150k8x	I1	2829420	145	0.0055	0.6113	0.5067	0.0026	
nsga150k8x	I1	2835538	123	0.0055	0.5813	0.5048	0.0028	
nsga150k8x	I1	2841009	115	0.0659	0.6672	0.5167	0.0025	
nsga150k8x	I1	2847975	132	0.0110	0.6589	0.5036	0.0029	
nsga150k8x	I1	2838425	132	0.0220	0.6340	0.5073	0.0026	
nsga150k8x	I1	2839082	134	0.0275	0.6418	0.5081	0.0026	
nsga150k8x	I1	2831389	125	0.0275	0.5731	0.5081	0.0028	
nsga150k8x	I1	2839831	124	0.0440	0.6360	0.5139	0.0025	
nsga150k8x	I1	2827967	119	0.0275	0.6215	0.5034	0.0031	
nsga150k8x	I1	2828655	132	0.0275	0.6142	0.5068	0.0028	
nsga150k8x	I1	2837410	139	0.0330	0.6894	0.5061	0.0029	
nsga150k8x	I1	2834970	139	0.0165	0.6710	0.5030	0.0030	
nsga150k8x	I1	2826653	116	0.0165	0.6029	0.5092	0.0028	
nsga150k8x	I1	2829893	138	0.0165	0.6635	0.5043	0.0030	
nsga150k8x	I1	2828661	128	0.0055	0.6295	0.5074	0.0028	
nsga150k8x	I1	2833491	132	0.0330	0.6153	0.5081	0.0027	
nsga150k8x	I1	2835813	127	0.0055	0.5421	0.4992	0.0032	
nsga150k8x	I1	2836436	127	0.0275	0.5791	0.5092	0.0028	
nsga150k8x	I1	2830280	144	0.0000	0.6982	0.4990	0.0031	
nsga150k8x	I1	2834582	129	0.0165	0.6142	0.5068	0.0029	
nsga150k8x	I1	2831965	136	0.0165	0.6793	0.5066	0.0029	
nsga150k8x	I1	2839196	120	0.0165	0.5586	0.5103	0.0029	
nsga150k8x	I1	2844077	132	0.0165	0.6120	0.5116	0.0025	
nsga150k8x	I1	2828957	147	0.0110	0.5961	0.5031	0.0027	
nsga150k8x	I1	2820252	140	0.0110	0.6131	0.5033	0.0027	
nsga150k8x	I1	2829720	135	0.0165	0.6393	0.5005	0.0032	
nsga150k8x	I2	4636901	81	0.0308	0.6588	0.5542	0.0057	
nsga150k8x	I2	4330817	81	0.0000	0.5960	0.5368	0.0057	
nsga150k8x	I2	4303431	84	0.0077	0.6939	0.5509	0.0057	
nsga150k8x	I2	4348715	92	0.0077	0.6348	0.5423	0.0055	
nsga150k8x	I2	4305147	81	0.0308	0.6968	0.5461	0.0054	
nsga150k8x	I2	4302970	74	0.0385	0.5956	0.5602	0.0052	
nsga150k8x	I2	4308879	83	0.0077	0.6888	0.5453	0.0051	
nsga150k8x	I2	4312031	80	0.0154	0.6467	0.5498	0.0055	
nsga150k8x	I2	4323916	74	0.0231	0.6920	0.5485	0.0055	
nsga150k8x	I2	4316071	92	0.0077	0.6698	0.5356	0.0058	
nsga150k8x	I2	4319073	95	0.0077	0.6480	0.5449	0.0057	
nsga150k8x	I2	4320009	71	0.0077	0.6853	0.5450	0.0063	
nsga150k8x	I2	4321257	80	0.0385	0.6919	0.5533	0.0061	
nsga150k8x	I2	4318806	76	0.0385	0.7210	0.5612	0.0050	
nsga150k8x	I2	4316432	84	0.0077	0.6953	0.5434	0.0054	
nsga150k8x	I2	4318243	69	0.0308	0.6796	0.5511	0.0057	
nsga150k8x	I2	4321044	83	0.0077	0.6404	0.5358	0.0057	
nsga150k8x	I2	4246054	83	0.0154	0.6062	0.5424	0.0064	
nsga150k8x	I2	4224854	79	0.0154	0.6988	0.5478	0.0064	
nsga150k8x	I2	4190592	85	0.0308	0.7845	0.5536	0.0060	
nsga150k8x	I2	4228977	78	0.0154	0.6306	0.5548	0.0053	
nsga150k8x	I2	4189499	67	0.0385	0.6582	0.5503	0.0063	
nsga150k8x	I2	4196764	71	0.0231	0.5915	0.5578	0.0056	
nsga150k8x	I2	4198309	79	0.0308	0.7506	0.5541	0.0070	
nsga150k8x	I2	4193898	72	0.0308	0.6755	0.5520	0.0056	
nsga150k8x	I2	3705611	69	0.0308	0.5919	0.5591	0.0053	
nsga150k8x	I2	3377626	79	0.0154	0.6743	0.5446	0.0055	
nsga150k8x	I2	3372498	81	0.0077	0.6615	0.5391	0.0054	
nsga150k8x	I2	3372023	82	0.0077	0.6338	0.5484	0.0061	
nsga150k8x	I2	3372995	90	0.0462	0.7082	0.5468	0.0055	
nsga150k8x	I2	3370967	80	0.0231	0.7214	0.5476	0.0055	
nsga150k8x	I2	3369897	70	0.0231	0.7098	0.5511	0.0063	
nsga150k8x	I2	3368471	84	0.0231	0.6651	0.5510	0.0051	
nsga150k8x	I2	3376773	73	0.0231	0.6817	0.5529	0.0062	
nsga150k8x	I2	3377713	80	0.0231	0.6713	0.5498	0.0051	
nsga150k8x	I2	3372246	96	0.0154	0.6440	0.5483	0.0054	
nsga150k8x	I2	3368864	70	0.0385	0.6563	0.5451	0.0061	
nsga150k8x	I2	3367984	84	0.0154	0.6367	0.5520	0.0048	
nsga150k8x	I2	3372528	67	0.0231	0.6628	0.5449	0.0060	
nsga150k8x	I2	3372273	83	0.0000	0.7145	0.5328	0.0067	
