inst	noh	mks	cst
PARM	40.0864	387.9	209404.8169
PARM	86.772	348.7	217892.3078
PARM	66.2316	362.9	212638.3548
PARM	38.8615	388.9	209164.1136
PARM	41.3548	386.2	209262.62
PARM	34.2009	393.7	208785.7128
PARM	31.8535	395.8	208431.0468
PARM	50.0113	378.3	210515.717
PARM	88.3465	348.0	218335.7409
PARM	51.6022	375.4	210048.8125
PARM	40.4289	386.6	209013.5505
PARM	60.7657	368.3	212028.1062
PARM	34.2638	393.5	208712.7545
PARM	56.7561	372.1	211483.483
PARM	32.1188	395.7	208555.7725
PARM	93.5477	346.4	220684.8714
PARM	12.804	415.9	207046.398
PARM	33.8171	394.2	208769.1189
PARM	38.1574	389.7	209109.4385
PARM	77.7379	355.0	215548.0029
PARM	82.6962	352.1	216981.3408
PARM	74.101	356.4	214069.9469
PARM	27.6731	401.0	208458.3686
PARM	25.5053	403.0	208221.2139
PARM	97.3348	344.3	221921.4242
PARM	56.6031	372.2	211450.2681
PARM	55.3228	373.1	211071.019
PARM	23.3081	404.8	207815.7077
PARM	106.8679	343.1	227035.5976
PARM	76.6602	355.3	214919.8024
PARM	19.1153	409.7	207719.1221
PARM	23.4148	404.1	207520.6865
PARM	94.6059	345.9	221116.4377
PARM	63.6328	366.1	212570.4039
PARM	28.1558	398.8	207779.7822
PARM	39.572	388.8	209558.0101
PARM	53.0919	374.7	210613.7609
PARM	39.9751	388.0	209354.5947
PARM	57.1879	371.5	211484.513
PARM	85.6468	349.4	217520.6637
PARM	23.5132	404.0	207551.1437
PARM	21.406	406.0	207324.4675
PARM	68.7399	360.9	213070.6293
PARM	40.1492	387.2	209138.6515
PARM	108.6099	342.5	227742.6457
PARM	50.4268	378.1	210683.4762
PARM	26.5542	401.2	207951.9981
PARM	19.9948	407.0	206944.0789
PARM	29.9908	397.7	208203.0207
PARM	19.3569	408.3	207200.2882
PARM	62.3589	367.4	212480.8917
PARM	24.4453	403.2	207664.7855
PARM	38.1599	389.7	209101.6515
PARM	45.8652	381.5	209653.7085
PARM	45.7622	382.2	209922.9731
PARM	49.1614	379.1	210371.9581
PARM	25.6791	401.4	207512.0642
PARM	38.1969	389.2	208913.3244
PARM	83.9661	350.8	217239.9028
PARM	62.4386	367.3	212386.1283
PARM	31.774	396.2	208654.9181
PARM	27.9701	400.1	208248.8237
PARM	69.6172	360.1	213203.6402
PARM	62.8162	366.7	212408.7829
PARM	90.346	347.2	219178.793
PARM	32.3906	395.6	208705.9685
PARM	56.3418	373.0	211738.6832
PARM	70.7299	359.5	213608.4083
PARM	68.3845	361.8	213292.4705
PARM	55.2254	373.3	211049.656
PARM	50.0213	378.2	210460.6806
PARM	29.4663	398.3	208245.496
PARM	78.9709	353.6	215602.787
PARM	48.6774	380.2	210606.4117
PARM	59.1889	369.4	211612.6453
PARM	56.4478	372.7	211586.3878
PARM	91.8678	346.8	219974.5688
PARM	96.6533	344.5	221653.6056
PARM	29.1057	398.6	208136.6739
PARM	67.7944	361.9	212949.4311
PARM	75.8274	356.0	214871.2276
PARM	20.7023	406.9	207345.1992
PARM	48.6972	380.2	210593.4408
PARM	49.7948	378.9	210653.7596
PARM	57.674	370.9	211343.8454
PARM	82.3626	352.3	216939.5168
PARM	54.5937	374.2	211200.2447
PARM	30.6747	397.5	208501.0516
PARM	48.2421	380.4	210466.2239
PARM	47.112	380.6	210000.6475
PARM	18.7646	410.0	207646.5105
PARM	17.2667	411.1	207346.7296
PARM	66.9766	362.2	212693.052
PARM	27.5869	401.1	208503.7063
PARM	57.2044	371.5	211417.9431
PARM	95.1516	345.2	221123.4161
PARM	15.5538	412.4	206983.4546
PARM	34.9072	393.0	208914.1834
PARM	61.098	367.5	211792.3206
PARM	73.144	357.2	213794.4056
PARM	68.7094	361.7	213481.6259
PARM	23.6737	403.9	207631.7858
PARM	58.0797	370.1	211278.6906
PARM	62.7554	367.1	212629.1306
PARM	80.189	353.4	216183.4302
PARM	71.753	359.3	214095.2811
PARM	70.6719	359.9	213650.6601
PARM	14.6334	415.4	207875.3154
PARM	64.8972	364.6	212626.6442
PARM	57.55	371.4	211584.7666
PARM	71.8483	359.2	214019.9529
PARM	11.5183	418.5	207567.1365
PARM	15.1229	413.4	207201.2324
PARM	22.5292	405.7	207778.0528
PARM	54.2106	374.5	211237.2949
PARM	55.0309	373.5	211109.911
PARM	82.7092	351.3	216689.0114
PSOA	135.1979	513.6	325349.8696
PSOA	66.2699	581.7	317440.5981
PSOA	128.1788	520.5	324360.1603
PSOA	55.6652	593.1	316797.5919
PSOA	129.3442	520.1	325041.9822
PSOA	89.4182	558.8	319829.4218
PSOA	142.6744	507.5	326906.9019
PSOA	126.1176	521.7	323816.5395
PSOA	144.9271	505.5	327262.6866
PSOA	98.9323	549.3	321000.7475
PSOA	33.3292	614.8	314378.2295
PSOA	68.5713	579.9	318113.0682
PSOA	33.976	614.5	314849.3443
PSOA	20.9438	627.9	313517.5785
PSOA	69.7165	578.8	318066.3934
PSOA	142.5252	507.6	326944.0592
PSOA	60.742	587.5	317255.4412
PSOA	130.0741	518.4	324524.2775
PSOA	46.5876	601.6	315644.4844
PSOA	95.3473	553.8	321322.6303
PSOA	101.2621	547.6	321348.9111
PSOA	32.6453	616.2	314704.7072
PSOA	72.7577	574.3	317625.8595
PSOA	34.3711	613.2	314249.3156
PSOA	111.1399	536.1	321891.4836
PSOA	54.1353	594.0	316382.2047
PSOA	117.8543	531.3	323400.3397
PSOA	107.3895	540.8	321873.0461
PSOA	87.2818	560.4	319316.5516
PSOA	80.2199	568.7	319221.8402
PSOA	40.7843	607.8	315356.988
PSOA	144.3077	505.6	326992.3558
PSOA	115.529	533.6	323008.3896
PSOA	31.5695	616.8	314282.9986
PSOA	30.4689	618.3	314384.6268
PSOA	69.7233	578.1	317747.9245
PSOA	61.3421	587.0	317187.1705
PSOA	55.4268	593.5	316909.1854
PSOA	95.6739	553.3	321028.0878
PSOA	117.2489	532.0	323695.8115
PSOA	96.2576	551.9	321032.3681
PSOA	137.7915	510.9	325490.3367
PSOA	56.2451	591.2	316420.2414
PSOA	108.1978	539.7	321799.9778
PSOA	76.2917	571.6	318400.3163
PSOA	93.5371	555.4	320589.9029
PSOA	29.422	619.1	314184.3206
PSOA	157.0512	494.8	329299.3923
PSOA	114.6752	534.6	323187.7764
PSOA	165.7294	487.7	330944.1477
PSOA	17.2203	631.8	313237.9348
PSOA	158.1571	493.5	329305.1142
PSOA	63.9916	583.4	316940.1664
PSOA	49.9274	597.8	315753.3896
PSOA	145.6095	505.0	327441.8818
PSOA	81.596	566.1	319366.8621
PSOA	100.9226	548.1	321734.1557
PSOA	139.5175	510.4	326270.3709
PSOA	93.6887	555.1	320467.9758
PSOA	12.4929	636.1	312544.0345
PSOA	15.995	631.9	312595.4748
PSOA	29.5635	618.8	314142.2795
PSOA	75.6158	572.2	318404.111
PSOA	131.9183	517.4	325059.0626
PSOA	27.0646	621.4	313915.969
PSOA	121.5093	527.9	324350.6206
PSOA	88.2301	560.1	320091.6472
PSOA	79.6378	568.6	319287.6232
PSOA	104.8729	542.4	321153.5431
PSOA	127.4262	521.4	324692.2649
PSOA	99.9498	548.3	320889.3013
PSOA	106.3108	542.1	322100.3655
PSOA	8.4629	638.8	311535.4811
PSOA	142.612	507.5	326943.0144
PSOA	28.1267	620.4	314097.0447
PSOA	69.3896	579.1	318215.3823
PSOA	51.3174	597.4	316329.5587
PSOA	95.7614	552.3	320609.8508
PSOA	23.8437	624.3	313466.3633
PSOA	95.3581	553.8	321110.7911
PSOA	63.8912	584.1	317266.4471
PSOA	150.9337	499.1	327743.2515
PSOA	91.7906	556.5	320542.4956
PSOA	115.8895	532.4	322941.4213
PSOA	140.4098	509.5	326426.9274
PSOA	139.3673	510.5	326151.9369
PSOA	36.9049	612.0	315270.3877
PSOA	6.2579	660.1	320485.7199
PSOA	136.3424	512.5	325489.5997
PSOA	133.4507	515.1	325075.8302
PSOA	80.6402	567.8	319264.9951
PSOA	30.9276	618.1	314714.1669
PSOA	61.9264	585.2	316622.9151
PSOA	65.5143	582.7	317682.1734
PSOA	129.7348	519.5	324875.378
PSOA	146.7531	502.1	326815.6557
PSOA	125.0059	524.3	324515.8854
PSOA	148.9849	500.4	327336.7805
PSOA	110.6824	538.2	322668.8907
PSOA	147.7022	500.8	326731.695
PSOA	120.2617	528.6	323545.4077
PSOA	13.8458	633.8	312244.2621
PSOA	11.4067	637.4	312532.6022
PSOA	139.7402	510.2	326392.3438
PSOA	63.3878	584.4	317154.6454
PSOA	114.7279	534.5	322853.0532
PSOA	97.8339	550.3	320858.7208
PSOA	122.6539	526.2	324223.5457
PSOA	58.7358	588.7	316432.311
PSOA	58.2042	590.6	317067.1585
PSOA	92.6478	555.8	320530.1713
PSOA	28.6784	619.5	314003.7562
PSOA	153.6457	496.8	328258.3143
PSOA	140.9663	508.9	326404.2476
PSOA	98.7107	549.9	321440.4834
PSOA	35.0378	612.4	314177.1033
PSOA	114.4831	535.2	323192.546
PSOA	109.6476	539.2	322302.4641
PSOA	131.4081	517.6	324759.3068
PSOA	155.3025	496.7	329033.6358
PSOA	74.0367	573.5	318291.5889
PSOA	81.7093	565.2	318679.0079
PSOA	91.0556	557.9	320701.7824
PSOA	60.8816	587.7	317205.9979
PSOA	117.2906	531.7	323553.1747
PSOA	39.3746	609.1	315102.9148
PSOA	137.7909	512.1	326026.2312
PSOA	13.2182	635.2	312565.7952
PSOA	169.6931	483.2	331311.7291
PSOA	169.0443	483.8	331219.8146
PSOA	175.7944	480.3	333456.4782
PSOA	174.6402	480.4	332851.788
PSOA	114.8303	533.7	322756.6346
PSOA	151.9193	498.0	327964.5552
PSOA	155.7798	496.3	329257.7567
PSOA	92.7368	555.6	320275.2063
PSOA	156.8674	495.0	329468.9551
PSOA	100.9762	547.9	321262.0842
PSOA	21.0032	626.6	312911.0383
PSOA	106.3382	541.9	321907.8486
PSOA	125.6527	523.3	324301.9988
PSOA	86.7513	562.1	320051.1157
PSOA	71.8393	576.7	318394.4695
PSOA	70.6887	577.6	318337.2695
PSOA	99.8806	549.2	321511.2297
PSOA	44.3241	604.0	315531.5342
PSOA	91.4405	556.6	319907.8941
PSOA	120.9044	528.4	324024.8462
PSOA	39.3267	609.9	315448.3661
PSOA	121.9066	527.8	324352.6236
PSOA	10.8557	638.3	312672.3389
PSOA	17.4956	630.7	312864.7973
PSOA	80.9638	566.4	318806.9694
PSOA	44.715	603.4	315469.9206
PSOA	59.9069	588.1	316988.8888
PSOA	110.12	538.5	322477.5634
PSOA	74.8779	573.1	318324.8595
PSOA	146.149	504.2	327359.2539
PSOA	93.017	555.5	320402.1246
PSOA	163.825	489.0	330612.0786
PSOA	153.2002	497.3	328234.9621
PSOA	56.8967	590.9	316499.5064
PSOA	67.4174	580.9	317712.0406
PSOA	141.5685	508.6	326622.8446
PSOA	79.0229	569.6	318967.7019
PSOA	141.7704	508.3	326757.3885
PSOA	91.81	556.0	319795.2028
PSOA	125.4687	523.8	324428.2007
PSOA	111.3466	536.2	321876.3433
PSOA	67.5624	580.2	317468.6125
PSOA	61.4479	586.8	317121.8819
PSOA	110.8029	537.1	322003.2703
PSOA	157.1063	494.1	328967.1039
PSOA	135.4917	512.6	324979.8689
PSOA	120.0571	528.8	323742.4245
PSOA	70.4337	578.0	318103.6847
PSOA	91.1725	557.9	320556.6826
PSOA	107.4961	540.6	321940.4904
PSOA	85.1515	563.0	319382.3367
PSOA	83.6829	563.8	318849.1759
PSOA	86.9422	561.0	320032.0684
PSOA	101.8526	547.2	321923.61
PSOA	55.5113	593.3	316875.0079
PSOA	36.9627	610.7	314491.6162
PSOA	66.5137	581.2	317535.1284
PSOA	45.8797	601.7	315354.4614
PSOA	71.5424	576.8	318364.1764
PSOA	37.8209	610.5	314912.972
PSOA	173.4219	483.1	333488.8825
PSOA	103.7672	543.5	321466.8779
PSOA	69.3241	579.8	318325.1048
PSOA	116.8764	532.3	323276.885
PSOA	39.3854	608.6	314917.9811
PSOA	52.2242	596.5	316463.162
PSOA	101.0581	547.8	321612.5595
PSOA	51.2682	597.6	316520.5596
PSOA	163.5676	489.2	330667.5977
PSOA	86.7866	561.2	319706.8893
PSOA	60.8547	587.7	317223.1238
PSOA	69.053	579.8	318465.4711
PSOA	90.7911	558.5	320476.5789
PSOA	159.0113	492.5	329285.0974
PSOA	122.6772	526.0	324015.2826
PSOA	123.5349	524.4	323744.8897
PSOA	12.8271	636.0	312724.167
PSOA	7.2211	647.2	314865.6909
PSOA	19.1107	628.6	312779.9801
PSOA	118.8461	529.7	323500.0785
PSOA	142.1169	508.1	326807.7653
PSOA	57.342	590.7	316885.7937
PSOA	125.5264	523.9	324397.2089
PSOA	55.2007	593.8	316888.5248
PSOA	118.3187	530.9	323359.9548
PSOA	125.5699	523.5	324441.8812
PSOA	59.9028	588.5	317387.9497
PSOA	38.0314	610.0	314762.7954
PSOA	71.5396	577.4	318469.8076
PSOA	163.1512	490.1	330662.9212
PSOA	119.333	529.2	323185.3275
PSOA	122.5992	526.9	324406.7839
PSOA	84.6022	563.3	319271.3764
PSOA	101.0218	547.4	321681.4539
PSOA	120.8679	528.5	324014.9161
PSOA	112.351	535.3	322141.8887
PSOA	47.4362	599.5	315435.8891
PSOA	98.7258	549.7	321259.4341
PSOA	109.1905	539.6	322777.1504
PSOA	41.9344	605.8	315050.4526
PSOA	108.1121	540.2	322185.1444
PSOA	41.3595	606.8	315245.4302
PSOA	93.6453	555.1	320586.7185
PSOA	134.3382	514.3	325136.3022
PSOA	125.5654	523.5	324552.6805
PSOA	109.708	539.0	322397.6057
PSOA	52.3996	596.3	316554.2861
PSOA	94.1365	554.3	320316.7162
PSOA	150.2069	500.0	327737.8488
PSOA	17.3212	631.0	312918.9749
PSOA	85.6416	562.2	319465.5986
PSOA	102.0125	547.3	321812.1956
PSOA	31.816	616.7	314375.619
PSOA	93.7364	554.9	320489.4848
PSOA	114.6455	534.9	323370.7785
PSOA	77.6383	570.5	318710.2212
PSOA	140.1123	510.1	326622.0635
PSOA	20.9925	627.6	313472.4123
PSOA	156.0591	495.5	329103.196
PSOA	115.2762	533.6	323210.5282
PSOA	109.3322	539.2	322495.6654
PSOA	31.1798	617.6	314509.7282
PSOA	117.5509	531.5	323365.3902
PSOA	31.1332	617.5	314562.9177
PSOA	97.477	550.9	320772.5419
PSOA	97.1372	551.2	320936.9887
PSOA	78.5028	570.1	318985.6993
PSOA	142.6167	507.6	326807.9048
PSOA	42.7097	604.5	314926.2492
PSOA	78.5818	569.4	319069.5845
PSOA	117.2207	532.2	323743.2
PSOA	53.7159	594.6	316676.4994
PSOA	102.2917	546.5	321464.3985
PSOA	77.8441	570.3	318884.6372
PSOA	140.9072	509.2	326433.4985
PSOA	175.9507	478.8	332925.5691
PSOA	167.763	487.2	332077.9062
PSOA	143.422	506.1	326518.2846
PSOA	132.5389	516.0	324813.911
PSOA	31.2429	617.5	314452.4538
PSOA	163.8831	488.3	330401.2253
PSOA	79.4191	569.1	319178.7697
PSOA	52.5056	596.0	316394.8677
PSOA	163.2423	489.8	330635.4819
PSOA	21.7476	626.2	313198.7826
PSOA	8.3367	643.1	313514.8178
PSOA	49.146	598.2	315595.4419
PSOA	168.1852	485.5	331442.8527
PSOA	40.7648	607.9	315338.778
PSOA	41.6918	606.7	315450.3886
PSOA	22.8137	625.0	313216.7482
PSOA	88.4232	559.8	319702.5098
PSOA	45.3527	603.0	315606.4445
PSOA	88.9916	559.2	319841.9163
PSOA	44.4663	603.7	315426.0562
PSOA	145.7774	504.6	327232.5069
PSOA	135.1447	513.9	325322.6629
PSOA	120.2319	528.7	323494.0405
PSOA	121.9726	527.3	323948.5518
PSOA	15.3665	632.6	312558.7383
PSOA	145.6451	504.5	327269.7618
PSOA	128.18	520.3	324215.299
PSOA	17.7909	630.0	312689.4652
PSOA	173.6082	482.7	333367.2209
PSOA	128.7904	520.2	324669.8988
PSOA	102.4374	545.3	321251.3596
PSOA	25.5371	623.1	313837.2045
PSOA	163.5422	489.7	330785.8072
PSOA	161.2286	490.9	330132.1908
PSOA	32.7165	615.2	314189.9247
PSOA	58.5239	589.8	317065.904
PSOA	51.7157	596.7	316283.0707
PSOA	88.7053	559.6	320385.2251
PSOA	71.4169	577.2	318547.0182
PSOA	23.9049	623.6	313173.3026
PSOA	160.2157	491.1	329474.6845
PSOA	159.097	492.2	329323.963
PSOA	45.56	602.2	315367.8248
PSOA	91.4021	557.5	320330.3607
PSOA	25.7606	622.1	313557.1079
PSOA	53.1299	595.0	316470.7815
PSOA	69.5908	578.9	318298.3237
PSOA	89.6719	558.7	320082.7735
PSOA	95.3629	553.8	321076.5648
PSOA	27.5908	621.3	314282.062
PSOA	118.6038	530.4	323523.4982
PSOA	122.2198	527.4	323930.6286
PSOA	143.1441	507.4	326989.679
PSOA	96.3412	552.2	320821.0703
PSOA	48.8599	599.2	315914.8946
PSOA	28.1038	620.6	314136.4207
PSOA	146.1731	503.7	327285.2239
PSOA	76.8832	570.9	318389.7133
PSOA	71.8491	575.6	317861.5822
PSOA	71.6575	576.9	318315.8823
WAMS	45.6829	242.6	143016.1654
WAMS	35.4569	252.5	141712.9954
WAMS	11.2131	276.9	139410.4727
WAMS	38.8421	249.2	142179.2623
WAMS	31.7385	256.0	141259.3933
WAMS	53.8576	235.6	144455.1598
WAMS	29.2803	258.6	141051.7143
WAMS	45.882	242.4	143057.2533
WAMS	19.5213	268.2	140086.4673
WAMS	36.0804	251.8	141794.4258
WAMS	3.7576	284.7	138867.7093
WAMS	39.8029	248.0	142170.9509
WAMS	42.5989	245.1	142388.4006
WAMS	5.9805	282.1	138888.5678
WAMS	34.6815	253.0	141561.6914
WAMS	15.4401	272.2	139639.3111
WAMS	46.4383	241.7	143036.7265
WAMS	28.9308	258.9	141091.2911
WAMS	13.6398	273.9	139390.1646
WAMS	8.3869	279.5	139037.1932
WAMS	29.4803	258.4	141072.5591
WAMS	21.3324	266.6	140271.6913
WAMS	36.5412	251.5	141878.6408
WAMS	37.1612	250.7	141816.6903
WAMS	20.0697	267.6	140061.1164
WAMS	5.6839	282.2	138762.7083
WAMS	10.1313	277.6	139137.4756
WAMS	39.2667	248.6	142064.1862
WAMS	36.0112	252.0	141777.5171
WAMS	13.4477	274.3	139469.7242
WAMS	34.11	253.9	141663.8058
WAMS	17.7978	270.0	139901.6462
WAMS	21.1459	266.7	140257.9676
WAMS	31.7247	256.2	141360.7615
WAMS	30.1551	257.6	141070.2929
WAMS	30.493	257.5	141221.1412
WAMS	5.0834	282.8	138697.0137
WAMS	17.2307	270.5	139787.9176
WAMS	19.8205	267.9	140154.5355
WAMS	15.4271	272.4	139662.9577
WAMS	45.8461	242.5	143053.1997
WAMS	6.2825	281.6	138830.37
WAMS	23.8156	264.0	140502.2884
WAMS	5.9833	281.8	138756.4281
WAMS	11.2403	276.6	139268.7995
WAMS	77.1793	224.8	153013.5888
WAMS	53.7251	236.0	144558.6058
WAMS	51.9731	236.5	143775.3711
WAMS	35.9613	252.0	141818.3004
WAMS	49.9777	238.5	143577.3709
WAMS	38.3115	249.7	142032.9099
WAMS	70.1346	227.0	149843.669
WAMS	64.8142	228.8	147551.2394
WAMS	58.2391	232.4	145467.3232
WAMS	9.8841	278.0	139198.5364
WAMS	63.7469	229.3	147212.7579
WAMS	41.4452	246.5	142398.0096
WAMS	43.0682	245.0	142685.6556
WAMS	57.1093	233.4	145309.0185
WAMS	47.2457	240.9	143143.8817
WAMS	45.2502	242.7	142839.6882
WAMS	54.619	235.3	144787.0034
WAMS	24.3621	263.2	140448.0449
WAMS	29.9975	257.9	141202.104
WAMS	56.5007	234.0	145237.7166
WAMS	33.5802	254.2	141486.6849
WAMS	33.3312	254.4	141414.5662
WAMS	55.2373	235.0	144926.9919
WAMS	16.8396	271.1	139892.7592
WAMS	37.9738	249.8	141910.7057
WAMS	9.7478	278.1	139148.8348
WAMS	22.4969	265.3	140359.0112
WAMS	15.2199	272.6	139681.0783
WAMS	56.3041	234.2	145185.0304
WAMS	56.6239	233.8	145214.6586
WAMS	12.5305	275.2	139366.4195
WAMS	39.4678	248.2	142116.5855
WAMS	28.6011	259.3	141002.0513
WAMS	26.6435	261.3	140889.2213
WAMS	29.6813	258.1	141076.0486
WAMS	30.1173	257.7	141191.62
WAMS	36.2305	251.7	141820.4786
WAMS	28.3311	259.5	140958.7638
WAMS	43.9169	244.3	142770.6634
WAMS	22.8751	264.8	140344.1013
WAMS	50.3677	238.3	143697.9493
WAMS	12.467	275.5	139452.2102
WAMS	4.4674	283.6	138738.4132
WAMS	76.5704	225.3	152885.6754
WAMS	44.6729	243.2	142701.9558
WAMS	50.6996	238.1	143836.8109
WAMS	44.3525	243.8	142798.1194
WAMS	16.9396	271.1	139891.6316
WAMS	55.6181	234.6	145002.2572
WAMS	8.0388	279.8	138982.8134
WAMS	23.2876	264.5	140488.8624
WAMS	29.6872	258.2	141074.5003
WAMS	22.1563	265.5	140322.0619
WAMS	21.4594	266.4	140316.8561
WAMS	27.159	260.7	140854.2401
WAMS	32.8626	255.0	141532.2671
WAMS	20.7408	266.9	140141.4029
WAMS	17.117	270.7	139837.5816
WAMS	51.2453	237.7	143967.9663
WAMS	44.412	243.7	142783.9008
WAMS	31.0724	256.7	141139.489
WAMS	18.3203	269.7	140037.7002
WAMS	44.0507	244.2	142871.8571
WAMS	4.9892	283.0	138755.3939
WAMS	57.8032	233.0	145538.3681
WAMS	52.8672	236.2	144203.1182
WAMS	6.9212	281.2	138983.4717
WAMS	36.0987	251.7	141825.2291
WAMS	55.334	234.8	144977.0744
WAMS	40.9717	247.1	142447.7883
WAMS	13.0653	274.8	139520.1167
WAMS	28.8977	259.0	141048.0746
WAMS	43.6681	244.4	142655.0031
WAMS	44.3715	243.7	142807.4817
WAMS	25.004	262.9	140637.746
WAMS	60.4577	231.1	146141.6528
WAMS	22.801	265.0	140409.9692
WAMS	48.8519	239.5	143401.417
WAMS	27.4721	260.5	140919.4882
WAMS	19.2932	268.3	139944.2616
WAMS	20.4952	267.2	140106.8207
WAMS	40.5882	247.2	142234.0116
WAMS	10.4748	277.3	139181.5762
WAMS	54.2712	235.4	144619.6318
WAMS	9.23	278.8	139146.3158
WAMS	53.1903	236.1	144291.5475
WAMS	36.8629	250.9	141836.5166
WAMS	41.5962	246.4	142417.0984
WAMS	11.9009	275.7	139201.6869
WAMS	39.3424	248.5	142118.2609
WAMS	28.1831	259.8	140995.1463
WAMS	32.3628	255.3	141324.1566
WAMS	28.6133	259.2	140986.9482
WAMS	15.7914	272.1	139716.5943
WAMS	30.564	257.3	141124.1854
WAMS	72.9238	226.2	151140.2434
WAMS	44.1219	243.9	142766.7354
WAMS	51.7603	237.5	144153.0249
WAMS	47.7724	240.4	143245.6686
WAMS	49.7434	238.6	143527.7168
WAMS	43.1107	244.8	142545.2559
WAMS	49.1209	239.1	143388.2894
WAMS	8.2658	279.6	138995.3582
WAMS	41.9072	245.9	142393.0795
WAMS	26.7069	261.1	140762.0567
WAMS	51.1262	237.9	144011.777
WAMS	38.9796	249.0	142101.1195
WAMS	38.4788	249.5	142106.475
WAMS	5.4371	282.5	138786.4884
WAMS	50.7905	238.0	143862.3338
WAMS	67.3295	227.9	148626.7424
WAMS	23.8106	264.1	140645.7589
WAMS	6.6259	281.3	138882.1421
WAMS	12.4507	275.5	139483.5208
WAMS	29.589	258.3	141107.4933
WAMS	21.8579	265.8	140304.4923
WAMS	22.2402	265.4	140247.582
WAMS	66.8261	228.3	148489.5275
WAMS	15.2028	272.8	139778.0582
WAMS	32.5242	255.1	141311.0805
WAMS	25.0469	262.7	140593.2466
WAMS	26.4172	261.4	140877.6899
WAMS	13.2814	274.6	139506.8035
WAMS	44.4009	243.8	142783.9937
WAMS	18.6499	269.2	140000.3894
WAMS	29.8039	258.0	141198.777
WAMS	26.8788	260.8	140693.9146
WAMS	14.3461	273.6	139616.4864
WAMS	21.6716	266.1	140265.2349
WAMS	17.0227	271.0	139929.7635
WAMS	37.2944	250.6	141926.7544
WAMS	38.4995	249.4	142093.5891
WAMS	6.4175	281.4	138781.9021
WAMS	38.5371	249.4	141994.4525
WAMS	7.0504	281.1	139042.7804
WAMS	18.008	269.9	139960.1431
WAMS	9.9921	277.9	139183.1594
WAMS	24.5979	263.1	140488.5641
WAMS	14.804	273.0	139602.1962
WAMS	15.432	272.3	139640.4139
WAMS	29.8013	258.0	141230.6964
WAMS	14.1872	273.7	139566.6663
WAMS	34.1349	253.5	141407.1514
WAMS	16.0331	271.6	139642.2873
WAMS	30.8054	257.1	141220.2152
WAMS	16.4776	271.2	139686.4919
WAMS	18.9128	268.9	139993.8661
WAMS	72.4589	226.5	151020.0921
WAMS	70.4882	226.9	149988.3988
WAMS	57.0542	233.6	145358.3429
WAMS	30.9146	257.0	141348.7724
WAMS	9.3243	278.3	139030.435
WAMS	25.8194	261.8	140683.7169
WAMS	3.042	286.3	139197.9675
WAMS	4.021	283.8	138544.2934
WAMS	3.1471	285.0	138657.7859
WAMS	4.5917	283.4	138703.7378
WAMS	37.4866	250.4	141949.5882
WAMS	9.32	278.6	139120.8739
WAMS	41.9048	246.2	142551.2222
WAMS	33.7785	254.1	141596.1412
WAMS	36.741	251.1	141899.1753
WAMS	10.7147	277.0	139173.6264
WAMS	3.9811	283.9	138602.9256
WAMS	8.5977	279.2	139034.579
WAMS	29.2313	258.7	141064.3664
WAMS	28.5572	259.4	140970.5862
WAMS	55.7575	234.4	144990.1819
WAMS	18.0166	269.8	139962.5098
WAMS	41.2122	246.9	142349.716
WAMS	75.5828	225.4	152314.3472
WAMS	59.7082	231.8	146046.0869
WAMS	54.7346	235.1	144739.78
WAMS	35.6464	252.3	141798.7295
WAMS	20.2277	267.4	140074.5944
WAMS	41.0715	247.0	142433.8273
WAMS	28.7597	259.1	141071.8957
WAMS	55.6403	234.5	144972.7948
WAMS	17.3573	270.2	139778.066
WAMS	55.9246	234.3	145083.8826
WAMS	74.99	225.5	152043.6481
WAMS	33.207	254.7	141520.6688
WAMS	69.4132	227.2	149494.433
WAMS	7.6965	280.0	138864.8065
WAMS	72.8638	226.4	151190.9576
WAMS	72.9678	226.0	151055.8117
WAMS	70.9821	226.6	150166.0084
WAMS	13.0994	274.8	139476.911
WAMS	10.1093	277.7	139150.6987
WAMS	66.8158	228.3	148508.3605
WAMS	29.1225	258.8	141064.1281
WAMS	7.1345	280.9	138985.3009
WAMS	35.0904	252.6	141638.39
WAMS	60.9954	230.9	146355.87
WAMS	19.0558	268.7	139966.6248
WAMS	22.8051	264.9	140371.0521
WAMS	21.8447	265.9	140313.9255
WAMS	11.6538	276.1	139247.2264
WAMS	16.0195	272.0	139818.322
WAMS	15.7757	272.1	139742.5129
WAMS	67.0033	228.2	148560.8327
WAMS	24.0772	263.6	140559.4243
WAMS	41.6123	246.3	142458.8059
WAMS	43.3511	244.6	142577.4769
WAMS	38.3168	249.6	142022.5786
WAMS	18.3901	269.5	139989.054
WAMS	32.2644	255.4	141249.792
WAMS	13.0787	274.9	139516.9501
WAMS	25.4999	262.5	140749.5737
WAMS	24.0402	263.8	140637.0496
WAMS	48.7954	240.0	143597.8205
WAMS	42.4932	245.5	142478.2499
WAMS	15.2313	272.5	139635.7334
WAMS	47.7198	240.8	143383.974
WAMS	35.2369	252.6	141633.9035
WAMS	21.0888	266.8	140274.2262
WAMS	34.5128	253.4	141622.347
WAMS	79.0338	224.3	153865.4689
WAMS	68.8396	227.4	149277.9912
WAMS	76.9083	225.2	153053.7814
WAMS	8.9476	278.9	139061.1033
WAMS	36.5033	251.5	141903.5972
WAMS	55.9875	234.3	145022.8237
WAMS	49.9805	238.4	143556.1459
WAMS	14.6964	273.1	139594.2607
WAMS	32.0942	255.6	141222.8318
